Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Tanger Med,3031,695,250872,246359,2005,2007,2011,2011,669,1612,1786,1810,56,126,206,204,16,41,27,28,25139.8,1942391,1979685,122552002,409238516,445207520,40433,143776,168647
Casablanca,2059,1028,53622,59997,2005,2006,2008,2008,609,1192,1275,1347,72,143,216,263,20,55,54,65,6689.9,515480,525377,42588135,116747078,141978228,20684,69714,83015
Jorf Lasfar,1016,785,36164,60228,2008,2008,2011,2011,952,1616,1850,1881,156,232,392,396,28,66,96,97,4633.1,356914,363767,23747470,71058065,86493526,23373,100027,124947
Agadir,636,303,9211,10380,2004,2003,2003,2003,723,1258,894,1229,63,116,133,153,20,77,67,70,2182.9,167235,170446,14169726,38007558,44573943,22279,65803,77284
Safi,424,285,6455,10132,2005,2006,2009,2009,1214,1503,1654,1677,133,197,318,322,22,51,83,83,1284.3,98520,100411,8705770,25537869,33166665,20532,76527,95700
Mohammedia,381,184,5584,7501,2007,2008,2011,2011,476,944,1186,1177,54,113,241,258,29,50,53,54,1040.0,79760,81292,4387877,13259698,14677038,11517,46679,61599
Laayoune,224,89,8223,14291,1995,2005,2012,2013,687,3122,4740,5144,71,360,988,998,28,88,180,181,900.2,69286,70617,5532519,13274904,16355372,24699,89668,109173
Al Hoceima,131,62,2539,4117,2003,2005,2009,2010,150,985,879,1337,11,137,386,431,16,59,49,46,297.1,22683,23119,2097763,4809138,5586576,16013,49411,60340
Dakhla,92,61,756,726,1995,1993,1990,1993,895,4459,1918,1551,97,941,1636,1492,44,169,263,234,428.1,32351,32972,3278339,7384425,8531981,35634,86176,102422
Tangier,82,58,3039,3983,2001,2001,2009,2010,361,1108,1426,2615,37,116,481,614,13,30,20,21,353.3,27262,27786,2105638,6128591,6738507,25679,82877,98158
Asilah,49,46,1106,1615,2004,2004,2007,2009,217,693,754,783,35,69,184,193,22,64,63,49,178.8,13744,14008,818344,2529759,2798392,16701,59277,72246
Larache,24,22,293,469,2003,2004,2007,2008,343,571,617,619,37,70,141,133,59,98,137,150,57.7,4418,4503,285939,813576,936532,11914,41857,49466
El Jadida,20,20,479,717,2007,2007,2009,2009,916,1522,1407,1365,166,238,375,376,26,33,34,34,69.8,5377,5480,416727,1114689,1503054,20836,84707,107847
Tan Tan,12,10,48,69,2006,2005,2004,2004,710,1170,985,995,138,168,179,180,34,37,42,41,19.4,1475,1503,155683,454903,620877,12974,44056,59517
Roches Noires,7,7,203,185,2003,2003,2003,2005,1771,1319,1441,1329,143,229,296,363,30,32,61,38,26.0,2000,2038,151184,543522,669201,21598,86238,102731
Anza,7,7,44,62,2004,2004,2006,2005,1214,1464,1354,1366,145,198,206,211,37,148,93,90,18.1,1380,1407,104915,306932,404501,14988,55814,72071
Tarfaya,5,5,347,652,2009,2009,2010,2010,916,1623,3028,3248,75,214,419,428,26,30,28,27,25.2,1942,1980,341099,738903,873223,68220,185158,229328
Kenitra,5,5,65,112,1995,1995,2007,2007,1065,1040,1436,1435,227,360,247,241,39,35,47,47,10.3,788,803,124376,218712,281094,24875,57743,71847
Skhirat,3,3,30,15,2003,2003,2004,2005,433,719,815,551,76,69,87,65,15,13,18,15,5.4,418,426,16934,64435,77208,5645,22594,26742
Tetouan,3,3,28,30,2000,2000,2016,2016,1647,1240,1336,1252,228,282,218,213,20,297,795,777,12.6,952,970,20784,65627,92025,6928,30711,41453
Sidi Ifni,3,3,3,2,1983,1983,1990,1988,513,611,372,392,69,55,34,40,52,94,181,153,2.3,176,179,13144,32261,42232,4381,11937,15871
Ras El Ma,2,2,25,43,2009,2009,2006,2005,501,501,267,245,135,135,133,132,40,40,23,16,5.2,397,404,18332,39943,44654,9166,31665,39813
Essaouira,2,2,5,6,2002,2002,2010,2011,617,617,675,677,72,72,48,48,30,30,46,46,1.9,143,146,7216,19524,23000,3608,16000,21159
Saidia,2,2,4,5,2005,2005,2009,2009,304,304,334,325,25,25,32,31,40,40,18,19,1.0,80,81,9044,26530,36586,4522,18116,22843
Bir-Jdid,1,1,12,16,1981,1981,1981,1981,840,840,840,840,243,243,243,243,634,634,634,634,2.5,189,192,6639,18431,28646,6639,31279,40540
Rabat,1,1,6,8,1997,1997,1997,1997,1589,1589,1589,1589,287,287,287,287,94,94,94,94,2.8,214,219,35775,6387,9805,35775,92884,118252
