Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Spain,3791,1325,29298,30054,2003,2005,2004,2006,397,622,410,424,35,121,125,142,15,47,39,43,6139.7,471851,480910,32955098,94286113,111495840,8693,27727,32736
Portugal,540,302,2908,2990,2005,2005,2006,2006,446,475,432,454,45,77,75,94,27,45,41,49,680.5,52151,53152,4011508,12335643,15275178,7429,26175,32310
France,373,215,12087,9894,2003,2006,2006,2009,1136,1208,1123,1241,98,148,139,211,23,59,32,41,1434.2,110296,112414,7206706,22949316,27617638,19321,67401,80086
Gibraltar,308,249,2636,3610,2008,2008,2008,2010,288,411,394,394,38,103,182,206,9,24,34,34,607.2,46675,47571,2105418,6256883,7315771,6836,27213,33232
United Kingdom of Great Britain and Northern Ireland,271,167,20279,21424,2010,2009,2012,2012,1332,1382,1306,1309,97,133,100,103,22,38,31,32,1948.4,149750,152626,12024182,35766399,41001789,44370,156081,184899
Netherlands,252,133,20260,23435,2009,2009,2012,2012,1423,1636,1417,1425,112,194,115,122,22,48,33,35,2149.6,164766,167930,11930694,36265144,41612150,47344,170591,204031
Algeria,212,135,1839,2674,2004,2005,2006,2006,527,713,628,637,52,100,131,140,54,80,76,73,447.9,34247,34904,1906043,6037115,7164470,8991,35615,45488
Senegal,206,71,10353,10240,2007,2006,2007,2007,1508,1485,1488,1520,101,126,117,122,20,54,37,35,1589.8,122998,125360,9408193,26758263,30032456,45671,138919,158690
Belgium,192,113,9115,10388,2005,2006,2006,2006,1430,1456,1445,1455,110,138,113,118,19,38,30,31,1125.2,86253,87909,7433926,22997206,26466893,38718,134666,160469
Malta,190,124,7757,9961,2008,2008,2009,2009,1155,1307,1113,1126,95,178,116,123,15,20,20,19,975.0,75293,76738,6322371,18069218,21106349,33276,114994,137388
Greece,182,84,9025,10877,2004,2005,2004,2004,1691,1834,1709,1713,140,189,151,156,14,28,20,22,1186.2,91675,93435,8471204,24971329,28857178,46545,156567,187451
Turkey,149,130,7009,9135,2006,2006,2008,2008,2071,2185,2086,2112,189,263,220,235,13,54,39,43,852.6,65774,67037,5862938,17766279,21310078,39349,149587,184771
Italy,144,120,4874,4986,2005,2005,2005,2006,1054,1292,1115,1192,91,135,110,132,22,53,41,42,683.4,52740,53753,3740529,11715809,13941244,25976,90937,108164
