Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,2874,546,257340,284993,2006,2007,2012,2012,891,1655,2008,1952,75,121,247,242,17,22,19,19,26523.3,2049696,2089050,143086395,465423726,507911910,49786,177687,210137
General cargo,1260,632,10149,14332,2002,2004,2004,2004,806,1290,1538,1513,98,161,421,404,47,82,151,154,2135.7,163024,166154,16867855,51174581,72363594,13387,55173,73153
Bulk carrier,993,803,57622,98787,2009,2010,2011,2011,1531,2091,2186,2201,178,223,355,354,116,169,185,182,5875.5,452968,461665,34902195,82685139,107421911,35148,134648,163798
Chemical tanker,887,405,16875,27379,2007,2008,2010,2010,834,1655,1808,1844,84,150,308,310,55,102,126,127,3940.9,302439,308246,13250311,56796483,67693832,14938,73470,90588
Vehicle,503,131,26435,9111,2004,2007,2004,2004,752,1499,1237,1295,55,114,310,298,11,11,14,14,2022.4,156188,159187,9226474,40678859,47110265,18343,69721,75035
Ro-Ro,488,36,10333,5073,2001,2004,2009,2008,127,1139,975,875,10,101,162,172,3,19,20,24,1124.2,86825,88492,5592221,11521147,12323488,11459,26972,29009
Ferry-RoPax,323,21,5187,914,1996,1993,1995,1995,530,2437,565,530,28,452,217,129,4,8,8,8,1193.9,91710,93471,5679259,14044357,17232516,17583,37532,34184
Liquefied gas tanker,301,103,10714,12137,2009,2010,2011,2011,1120,2013,2085,2068,97,156,255,256,47,64,76,77,1781.2,136966,139595,5559106,23468549,22583628,18469,118947,167514
Oil tanker,220,96,8212,14560,2007,2008,2011,2011,637,1604,1855,1914,93,160,400,409,49,76,75,74,1208.3,92610,94388,8972470,15557356,17844033,40784,107808,134418
Cruise,153,55,3663,391,1996,1996,2002,2000,354,431,438,443,34,32,45,48,12,13,13,13,818.9,63403,64620,1533699,7831739,9149164,10024,44655,48048
Refrigerated bulk,90,43,1037,1135,2001,1995,2001,2001,1292,1557,1319,1311,78,173,220,221,42,94,59,60,593.8,45144,46011,3368614,7360584,8291006,37429,79761,86118
Miscellaneous - fishing,46,31,950,485,1987,1987,1991,1991,594,4089,7102,5790,36,507,2318,2206,64,297,266,249,210.9,15862,16167,3408488,7560683,8595730,74098,174385,206723
Service - other,44,28,185,140,2001,2001,1999,1999,708,1729,1463,1070,70,565,756,721,48,358,171,171,101.4,7622,7768,979486,2009691,2165563,22261,49535,55932
Service - tug,38,28,19,15,1997,1997,1998,1995,618,1087,1086,1132,142,421,495,566,56,109,93,89,47.6,3574,3642,374362,885252,1185305,9852,25439,34346
