Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Tanger Med,2833,713,267285,275589,2005,2007,2011,2012,802,1762,1977,2095,66,147,272,266,13,27,20,21,26579.2,2054303,2093745,134747144,445613510,488839986,47563,171958,202944
Casablanca,2339,1056,56102,64456,2005,2006,2008,2008,698,1434,1244,1379,78,167,225,265,31,96,106,140,7968.5,613055,624826,48553999,140919161,173151135,20758,73153,88163
Jorf Lasfar,1001,783,46337,77882,2008,2008,2011,2011,1409,1925,2363,2410,135,178,328,334,96,142,153,154,5811.0,447300,455888,29899789,87369944,105495539,29870,127399,158172
Agadir,636,297,8867,10432,2003,2004,2006,2007,524,1438,858,1216,71,163,205,249,32,93,84,106,2103.4,161144,164238,11727965,31852874,39033717,18440,59585,71806
Mohammedia,391,195,8641,12220,2007,2008,2011,2011,575,1418,1695,1771,62,138,255,266,53,88,114,120,1737.3,133374,135935,6336016,20887197,22789070,16205,70964,93986
Safi,325,232,5341,8406,2005,2007,2009,2009,842,1407,1659,1683,79,142,308,310,70,119,163,164,986.3,75566,77017,5395761,16205698,21374143,16602,66636,83851
Laayoune,158,79,892,1451,1997,2006,2009,2009,483,724,592,587,52,68,94,91,60,107,129,134,202.7,15474,15771,1147196,3167868,4146821,7261,26342,34145
Al Hoceima,139,60,1548,2433,2003,2005,2008,2009,112,787,550,818,12,154,237,261,3,48,35,35,206.3,15837,16141,1344551,3605256,4191986,9673,31254,37479
Dakhla,124,70,1314,1006,1999,1995,1995,2000,617,2267,2046,1394,85,259,1702,1143,51,109,219,174,432.5,32653,33280,4125006,9418101,10948680,33266,84703,102609
Asilah,81,73,7379,9730,2005,2005,2011,2012,1478,1702,2222,2429,126,146,348,416,4,7,10,13,683.4,52794,53808,4996159,14539048,16216168,61681,206669,245715
Tangier,75,55,2290,1822,2001,2002,2006,2008,560,1692,1152,1355,50,341,437,216,10,26,16,18,469.8,35938,36628,1880557,5931429,6570980,25074,79768,89797
Larache,27,23,765,1153,2001,2003,2007,2007,432,1231,1643,1573,62,138,261,259,13,22,14,16,98.4,7608,7754,668758,2131677,2435320,24769,90409,107972
Roches Noires,26,26,868,1183,2005,2005,2007,2008,1211,1421,1522,1655,91,124,239,276,19,44,65,75,105.0,8106,8262,766608,2097946,2565908,29485,101060,120032
El Jadida,18,18,588,936,2007,2007,2010,2010,1390,1746,1913,1977,116,226,319,331,25,38,29,29,82.4,6352,6474,474675,1399488,1783249,26371,107726,132827
Anza,12,12,84,106,2000,2000,1998,1999,612,928,911,887,92,104,136,134,22,49,60,64,25.0,1903,1940,205673,526419,648173,17139,48417,58814
Tan Tan,10,8,30,41,2008,2008,2008,2008,748,895,759,756,70,93,93,92,85,98,70,70,19.2,1458,1486,93256,265106,340983,9326,29915,38680
Tarfaya,5,5,174,327,2004,2004,2010,2010,553,808,1433,1529,116,149,292,299,31,83,229,233,17.8,1369,1395,164841,351652,411071,32968,89025,109639
Essaouira,4,4,71,98,2006,2006,2011,2012,1840,2606,2314,2166,162,376,316,226,9,40,25,12,10.0,759,774,85839,244606,320731,21460,82427,106760
Tetouan,4,4,85,90,2008,2008,2015,2015,1309,2028,3017,2777,139,222,489,485,4,6,3,2,14.8,1137,1158,59485,182359,245298,14871,64092,83703
Ras El Ma,3,3,32,59,2010,2010,2004,2003,346,441,339,341,98,126,206,212,31,35,28,27,5.2,399,406,26861,52761,58879,8954,24165,29181
Kenitra,3,3,1,2,1983,1983,1981,1982,564,473,475,474,47,46,60,60,118,2005,509,491,11.5,864,880,10184,26879,37073,3395,10046,13957
Rabat,2,2,2,2,1994,1994,1996,1996,586,586,400,385,1448,1448,522,348,38,38,53,56,1.7,127,130,8838,3468,5126,4419,11706,15092
Saidia,2,2,14,19,2005,2005,2011,2011,1071,1071,1253,1199,101,101,165,163,18,18,9,9,3.1,238,243,33358,97851,134943,16679,66820,84252
Nador,1,1,3,5,2007,2007,2007,2007,878,878,878,878,959,959,959,959,60,60,60,60,2.5,187,191,37991,77950,83996,37991,84537,95454
Sidi Ifni,1,1,5,3,1992,1992,1992,1992,697,697,697,697,78,78,78,78,88,88,88,88,1.1,85,86,10422,29900,42968,10422,33972,48861
