int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Miscellaneous - fishing,3,3,2011,2011,2010,2011,1510354,551768,1116,2179,2109,1931,2,158
Container,73,16,2006,2009,2011,2011,1712614866,2092426204,563,1315,1522,1497,360,27746
Cruise,113,21,1995,1998,1996,1995,10058640647,987285336,1093,982,1133,1135,2301,178206
Service - tug,4,3,1983,1985,1998,2000,718641,604495,427,617,672,746,4,283
Bulk carrier,4,4,2015,2015,2015,2015,168477716,269559112,1471,1721,1724,1717,13,1022
General cargo,32,14,2006,2007,2007,2008,219286817,260865378,341,682,459,498,36,2771
Service - other,4,4,2000,2000,2001,1995,8632402,1649811,1197,1189,1120,1247,5,385
Ferry-RoPax,1,1,1986,1986,1986,1986,398781,207663,571,571,571,571,0,23
Chemical tanker,11,5,2013,2013,2013,2013,303251242,507857453,617,1272,918,918,57,4441
Liquefied gas tanker,14,4,2011,2012,2011,2011,43837273,45701588,728,918,784,792,24,1850
Ro-Ro,1,1,2014,2014,2014,2014,81774,106522,359,359,359,359,2,128
Ferry-pax only,1,1,2016,2016,2016,2016,253891,38500,1041,1041,1041,1041,0,32
