Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,121,12,497,554,2009,2006,2005,2005,530,804,707,721,48,88,129,108,14,17,13,12,118.9,9121,9296,676532,2040880,2848090,5591,23548,30247
Container,88,11,1095,1401,2007,2008,2009,2009,699,925,958,963,62,70,88,89,16,17,17,17,232.7,17894,18238,1868532,5938834,6747035,21233,71068,84033
Ro-Ro,36,2,13,11,2017,2016,2016,2016,317,796,707,685,39,74,321,326,124,150,208,205,70.4,5284,5386,38787,299031,141110,1077,2629,3748
Cruise,23,19,1896,193,2002,2002,2004,2004,1111,1186,1509,1493,65,73,104,105,8,8,8,8,465.3,35956,36646,762896,3672889,4077205,33169,140464,145589
Miscellaneous - fishing,15,9,401,398,1994,1993,1994,1996,10621,12832,13013,13931,1273,1524,2082,2141,319,433,617,606,161.5,12127,12360,2796465,6203098,7052294,186431,438757,520119
Chemical tanker,13,10,307,510,2012,2012,2013,2013,692,748,788,788,65,80,83,83,28,30,31,31,42.0,3256,3318,98331,720111,830274,7564,65318,80296
Liquefied gas tanker,11,2,30,30,2011,2008,2011,2011,670,714,562,563,63,68,73,73,9,8,12,12,9.8,750,764,22783,66005,72891,2071,11339,14912
Service - tug,7,1,1,1,2001,2001,2001,2001,437,437,684,684,146,146,380,380,259,259,293,293,4.4,328,334,20748,49064,65694,2964,7654,10334
Service - other,6,6,103,64,1996,1996,1994,1995,2472,2457,2406,2191,264,526,447,475,62,105,86,97,32.8,2499,2547,444556,912131,982876,74093,164869,186160
Oil tanker,3,2,84,130,2007,2006,2006,2006,703,1072,948,948,102,107,107,108,28,27,27,27,13.5,1046,1066,116316,279319,315096,38772,117984,137977
Bulk carrier,1,1,116,184,2015,2015,2015,2015,4715,4715,4715,4715,389,389,389,389,11,11,11,11,9.3,721,735,82054,162399,201427,82054,261951,304566
Refrigerated bulk,1,1,30,41,1994,1994,1994,1994,5416,5416,5416,5416,351,351,351,351,40,40,40,40,15.8,1215,1238,120190,262621,295818,120190,256124,276536
Ferry-RoPax,1,1,0,0,1998,1998,1998,1998,344,344,344,344,43,43,43,43,28,28,28,28,0.5,36,36,1952,4222,5613,1952,4357,6209
