Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Tokelau,84,7,30,26,2014,2005,2009,2008,306,1452,683,902,34,238,547,656,3,10,25,29,29.9,2246,2289,160446,455490,447523,1910,4652,5800
Tonga,62,15,352,396,2003,2005,2004,2005,509,515,513,512,43,43,42,43,9,13,14,14,76.5,5889,6002,655906,1914909,2238512,10579,33890,39897
United States of America,38,10,2076,1985,2009,2004,2009,2012,4241,3077,3240,3787,287,304,265,307,16,104,23,23,488.8,37638,38361,2275012,8528771,9632514,59869,238468,281634
Cook Islands,27,7,125,140,2005,2004,2005,2005,755,855,781,771,72,83,77,76,31,23,31,35,33.7,2579,2628,247698,759236,1075988,9174,37360,48089
French Polynesia,26,9,789,547,2003,1999,2006,2006,1266,3021,1229,1272,112,492,106,122,11,26,18,18,131.7,10142,10337,201125,1038051,1480514,7736,54868,74270
New Zealand,20,6,626,434,2006,2005,2005,2007,1576,1827,1680,1649,122,146,112,130,46,93,41,65,142.0,10957,11167,859967,2458184,2772690,42998,124800,139300
Fiji,13,12,383,106,2006,2006,2005,2011,715,728,743,799,44,58,53,82,10,14,14,19,96.4,7462,7605,213150,969778,1079138,16396,68248,71789
Samoa,11,2,15,12,2013,2012,2013,2013,1990,1390,654,550,268,176,1085,1042,42,36,103,100,43.3,3249,3312,38478,288280,139225,3498,9017,12758
New Caledonia,10,8,274,367,2006,2007,2008,2008,1407,1507,1472,1465,110,152,144,138,24,45,41,37,51.0,3916,3991,403924,1288640,1451439,40392,140049,166121
Ecuador,6,6,154,145,1986,1986,1991,1993,11492,12505,13628,13706,1150,1468,1959,1915,160,152,170,170,63.0,4729,4820,1020688,2264083,2574033,170115,400357,474599
"Korea, Republic of",5,4,713,1137,2012,2011,2013,2014,4665,5297,5206,5238,359,423,431,436,48,34,41,42,76.1,5889,6002,234751,1603211,1885770,46950,388689,482964
Tuvalu,3,2,11,11,2011,2009,2005,2004,704,2299,2182,2897,58,438,689,762,78,90,109,114,3.1,231,236,72030,161419,185693,24010,57269,68583
Mexico,3,2,48,41,1988,1992,1985,1987,8303,6860,7413,7102,1088,984,1067,1051,6,62,84,79,15.1,1136,1158,288682,640353,728016,96227,226467,268463
Singapore,3,2,425,708,2014,2014,2014,2014,5330,4382,4724,4723,467,534,473,473,11,48,26,26,51.6,3995,4072,136644,1000687,1153772,45548,393330,483519
Marshall Islands,3,3,53,28,2005,2005,2009,2013,1855,7289,3851,2055,152,1653,2772,649,42,61,55,110,18.1,1367,1393,52415,152171,172396,17472,54478,65336
Russian Federation,2,2,285,472,2012,2012,2013,2013,4742,4742,4742,4742,492,492,494,493,92,92,91,91,44.0,3405,3470,91071,666941,768971,45536,393222,483386
Vanuatu,2,2,13,7,2011,2011,2011,2012,1962,1962,1733,1385,190,190,187,144,14,14,14,21,5.6,424,432,8634,21962,24055,4317,17769,22619
Solomon Islands,2,2,31,16,1998,1998,1994,1993,3377,3377,2192,2107,520,520,347,307,110,110,92,87,7.4,568,579,113074,236063,257583,56537,127369,145434
Malaysia,2,1,415,641,2007,2007,2007,2007,7004,7004,7004,7004,590,590,633,633,40,40,42,42,52.6,4076,4155,572521,1374843,1550941,286261,871100,1018709
Niue,1,1,2,3,2006,2006,2006,2006,365,365,365,365,30,30,30,30,45,45,45,45,0.6,49,50,5241,15373,21201,5241,20996,26474
Kiribati,1,1,12,5,2008,2008,2008,2008,7112,7112,7112,7112,46,46,46,46,716,716,716,716,1.2,90,92,35183,78043,88727,35183,82801,98156
Micronesia (Federated States of),1,1,10,4,2008,2008,2008,2008,5644,5644,5644,5644,736,736,736,736,225,225,225,225,1.5,114,116,27922,61935,70414,27922,65712,77898
Wallis and Futuna,1,1,1,0,2003,2003,2003,2003,280,280,280,280,36,36,36,36,3,3,3,3,0.5,39,40,750,4235,9208,750,4332,8372
China,1,1,149,231,2006,2006,2006,2006,5032,5032,5032,5032,557,557,557,557,65,65,65,65,20.4,1582,1613,205882,494403,557729,205882,626507,732670
Papua New Guinea,1,1,77,118,2008,2008,2008,2008,2554,2554,2554,2554,221,221,221,221,88,88,88,88,10.0,771,786,22755,166643,192136,22755,196502,241559
