port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chimbote - Supe,37,17,2001,2000,2004,2004,84268753,129276763,237,612,263,261,29,2216
Chimbote - Puerto Chicama,92,15,1996,1995,1995,1996,44466112,47042391,266,351,317,316,53,4003
Chimbote - Samanco,7,4,2000,1999,2005,2005,34124940,54949059,719,703,638,641,9,659
Samanco - Punta Lobitos,4,3,1997,1997,1997,1997,294286,330935,75,130,158,159,1,45
Punta Lobitos - Chimbote,21,9,2002,2001,2006,2005,2846364,2501259,113,170,172,157,10,762
Chimbote - Pimental,11,10,2001,1999,1998,2001,27699444,36011879,181,299,168,170,13,954
Pimental - Samanco,1,1,1997,1997,1997,1997,338598,395391,719,719,719,719,1,53
Samanco - Callao,4,4,2004,2004,2007,2007,19256378,30056434,398,747,388,383,8,626
Callao - La Pampilla Oil Terminal,50,29,1999,2002,2000,2002,129509785,204226800,137,483,151,142,306,23591
La Pampilla Oil Terminal - Chimbote,30,10,1998,1997,2002,2002,66422096,106892562,371,368,290,287,53,4053
La Pampilla Oil Terminal - Samanco,9,6,1995,1993,1988,1990,7027641,8718263,459,473,467,473,7,501
Samanco - Puerto Chicama,32,7,1999,2000,2004,2004,42922538,68297599,338,360,478,476,20,1549
Puerto Chicama - La Pampilla Oil Terminal,11,5,1998,1999,1998,1999,4498457,6125144,653,899,881,854,11,814
La Pampilla Oil Terminal - Supe,40,13,2000,2002,2002,2002,75951937,119705707,135,187,139,134,65,5039
Supe - Puerto Chicama,16,9,1998,1998,2003,2003,10250378,15268643,400,406,178,172,6,451
Puerto Chicama - Huacho,5,4,1992,1995,1986,1987,1715644,2431417,353,377,427,424,1,69
Huacho - Tambo De Mora,17,9,1996,1996,1983,1984,28901882,18102517,384,526,268,285,8,578
Tambo De Mora - Samanco,2,2,2000,2000,1999,2000,281535,353805,310,310,309,310,1,43
Supe - Punta Lobitos,8,4,1992,1995,1986,1986,9360103,9749497,204,204,292,291,3,225
Punta Lobitos - La Pampilla Oil Terminal,7,4,2000,2000,2000,2000,737223,1141094,169,227,213,202,1,90
Puerto Chicama - Punta Lobitos,14,7,1999,1999,2000,2000,3216850,4463504,309,504,506,504,5,400
La Pampilla Oil Terminal - Tambo De Mora,94,12,1999,2000,1998,1999,402365052,539423136,162,299,227,223,173,13217
Huacho - La Pampilla Oil Terminal,11,5,1995,1996,1989,1990,11141649,12141736,260,308,333,338,10,780
La Pampilla Oil Terminal - Tambo Grande,5,4,1993,1992,1990,1994,5135859,6974883,2023,1939,2075,2022,11,814
Chimbote - Salaverry,80,25,2000,1998,2002,2003,114243585,170952217,85,1191,130,123,72,5530
Salaverry - Supe,11,8,2000,2000,2003,2003,24467305,39095894,216,301,206,207,12,892
Salaverry - Huacho,2,2,1998,1998,1999,1999,221193,409232,204,204,204,205,0,25
Huacho - Chimbote,48,11,1994,1996,1982,1984,71603221,44611921,260,282,153,164,15,1122
Salaverry - Samanco,11,8,2000,2001,2007,2008,6844239,10112773,110,170,122,119,2,159
Puerto Chicama - Salaverry,25,11,1996,1996,1995,1996,2800435,3130431,89,209,141,148,4,276
Matarani - Pimental,4,4,2010,2010,2010,2010,102293466,165590654,847,853,853,853,14,1051
Pimental - Salaverry,25,9,2001,2003,2002,2002,100831243,165237613,119,175,158,158,34,2603
Callao - Paita,117,49,2006,2005,2009,2009,986628319,1245059767,532,989,550,544,210,16108
Paita - Puerto Bayovar,8,7,2007,2005,2001,2003,12144852,17533405,75,239,127,117,12,911
Callao - Huacho,32,12,1997,1998,1993,1997,70861959,75287281,190,279,158,176,44,3329
Callao - Salaverry,153,120,2009,2009,2008,2010,1159668019,1521775036,289,366,320,324,242,18663
Callao - Huarmey,21,20,2010,2009,2013,2013,143822946,240868380,153,277,243,239,18,1414
Huarmey - Matarani,15,14,2009,2011,2014,2014,261774718,457956765,598,580,612,613,28,2163
La Pampilla Oil Terminal - Matarani,22,12,2007,2007,2007,2007,336545611,560332997,517,532,528,528,89,6878
Callao - Matarani,295,206,2010,2011,2011,2011,3270344019,5290556087,477,499,496,496,507,39102
Callao - Puerto Bayovar,24,21,2006,2007,2011,2010,308070705,475900797,490,558,491,492,50,3862
Tambo De Mora - Callao,244,119,2002,2006,1996,2000,1844018077,1758565448,152,342,301,269,409,31104
Paita - Salaverry,51,49,2012,2012,2012,2013,330533576,515043064,287,330,294,294,55,4230
