int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Callao,2395,1178,2008,2008,2010,2011,206268579197,238036929098,1194,2717,1754,1796,22032,1690038
Chimbote,36,35,2005,2005,2010,2010,693688188,1066260304,620,1061,1541,1616,119,9112
Matarani,240,200,2010,2010,2011,2011,10969084744,17855219390,1137,2136,1957,1970,1472,113574
Paita,328,133,2006,2007,2009,2009,10457579673,14223888862,656,2727,1525,1637,1619,124869
Huarmey,20,20,2012,2012,2013,2013,1127141417,1925338282,1082,1902,1958,1962,96,7460
Bahia San Nicolas,89,65,2009,2009,2009,2009,65950330220,128282926403,9094,7748,8061,8064,3215,249037
Conchan Oil Terminal,2,2,2014,2014,2013,2014,35684161,58105626,1102,1102,999,1018,6,461
Tambo De Mora,162,132,2009,2009,2011,2011,25092977634,25027203381,1418,2589,3652,3586,2936,191522
La Pampilla Oil Terminal,82,64,2008,2008,2008,2008,5922329390,9996493638,1926,2083,2009,1987,1220,94305
Puerto Bayovar,81,73,2009,2009,2011,2011,8156923971,14921331408,1306,2420,2964,3124,585,45263
Talara,71,57,1999,2003,2005,2005,2420308975,3713924539,1056,1537,1644,1623,649,49787
Pampa Melchorita,5,4,2006,2007,2007,2008,2581197861,2084820081,4524,6277,7165,7337,249,15314
Ilo,147,67,2006,2009,2009,2009,2720374970,4304490203,361,1439,1223,1264,490,37653
Huacho,2,2,2001,2001,1999,1999,130320969,158174491,888,888,976,969,13,982
Salaverry,95,88,2008,2009,2012,2013,7307657185,9880130600,1146,2700,3197,3314,870,67194
Punta Lobitos,23,23,2012,2012,2012,2012,763992322,1254361095,1098,1320,1283,1272,107,8163
Supe,8,6,2010,2010,2011,2011,71270107,122638771,675,740,728,730,15,1124
Samanco,1,1,1977,1977,1977,1977,724487,894070,179,179,179,179,5,366
Chancay,2,2,2010,2010,2013,2014,356851424,554325505,5295,5295,4176,4688,37,2616
Iquitos,137,5,2010,2002,2006,2006,30216958,9954849,279,304,291,325,25,1855
Ancon,2,2,2012,2012,2009,2009,46708944,77041004,1399,1399,1432,1439,8,585
Caleta Lobitos,3,3,1977,1977,1999,1999,8216490,9475222,315,992,327,322,5,386
Puerto Cabo Blanco,2,2,2010,2010,2005,2005,66687071,111691714,1226,1226,2226,2324,12,894
Los Organos,1,1,2002,2002,2002,2002,88006395,103591956,1913,1913,1913,1913,13,1005
