int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Callao,2209,1097,2009,2008,2010,2011,213409402632,253418207377,1275,2976,1882,2008,22289,1716000
Supe,19,19,2009,2009,2010,2010,290363551,487741898,768,1137,1182,1186,63,4878
Salaverry,98,91,2009,2009,2012,2013,4084140351,6200438909,1020,1989,1965,2164,548,42258
Paita,364,106,2005,2005,2003,2003,13289794517,15593634064,659,3917,1848,1804,3217,247172
Huacho,3,3,2004,2004,2007,2007,10592475,12645087,113,295,646,626,2,175
Matarani,269,222,2010,2010,2012,2012,15447086170,25893651079,960,2350,2436,2541,1740,134343
Bahia San Nicolas,89,67,2009,2009,2009,2009,60907348149,118346948921,9235,7354,7717,7729,3426,265352
Pimental,3,3,2011,2011,2013,2013,190039234,318252581,2594,2119,2116,2145,23,1807
Tambo De Mora,158,137,2009,2009,2010,2010,53153853512,48280525756,2914,4142,7233,6448,7071,438062
Puerto Bayovar,95,87,2010,2011,2012,2011,9011962900,15531470331,2428,3174,3053,3006,872,67306
Huarmey,40,40,2013,2013,2013,2013,6164734991,10566140689,5637,5307,5318,5360,624,48267
Conchan Oil Terminal,3,3,2002,2002,2011,2011,34596659,53215090,120,529,960,928,7,510
Chimbote,46,45,2004,2004,2010,2010,1078411702,1733007292,817,2372,1783,1837,240,18334
Ilo,143,56,2005,2009,2008,2008,1651567881,2477215811,363,969,755,761,379,29139
La Pampilla Oil Terminal,107,78,2008,2008,2008,2008,8884802986,15091640223,1432,2301,2406,2420,1274,98401
Talara,104,77,2002,2005,2008,2007,4412434910,7469576056,847,1444,1658,1679,895,68786
Punta Lobitos,31,31,2013,2013,2012,2012,4213142153,7076468107,4721,4997,5045,5095,403,31204
Los Organos,2,2,1986,1986,1996,1998,8213363,9121139,1527,1527,177,167,2,166
Chancay,3,3,2008,2008,2006,2006,137178917,233079281,2829,3496,4244,4255,28,2165
Iquitos,137,5,2010,2002,2006,2006,29477076,9752383,274,303,284,318,23,1707
Pampa Melchorita,5,4,2000,2000,2005,2005,3314647623,2441988744,6595,5304,9237,8643,333,20382
Caleta Lobitos,3,2,1971,1979,2002,2002,23032983,26991072,241,588,946,950,5,347
Ancon,1,1,2008,2008,2008,2008,36945956,65312351,1374,1374,1374,1374,6,488
Puerto Cabo Blanco,2,2,2010,2010,2005,2005,50795344,84450368,1066,1066,1696,1757,11,864
San Juan,1,1,2008,2008,2008,2008,7477443,9192614,326,326,326,326,2,137
