Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Of Sohar,2519,1234,139101,189886,2007,2008,2009,2009,550,1513,1689,1780,55,165,382,465,35,67,90,118,13365.8,1026367,1046073,70683913,221540933,256351322,28060,104573,127277
Salalah,1050,313,177734,195637,2008,2007,2010,2009,1363,2119,2337,2294,94,151,212,213,18,33,22,23,17850.8,1382193,1408731,90823771,277859967,302763505,86499,299507,354821
Mina Raysut,536,411,28618,39153,2005,2006,2008,2008,1166,1636,1727,1698,104,177,224,243,49,64,50,59,3351.9,259016,263989,20266544,56998748,66990097,37811,135115,161113
Mina Qabus,441,322,39535,50028,2007,2008,2010,2010,600,1461,1460,1510,53,158,318,333,8,24,21,27,4042.8,299235,304980,17915267,56747208,58039612,40624,159891,207304
Duqm,203,165,19880,33224,2007,2007,2006,2006,1214,2474,3605,3706,139,279,1301,1407,69,212,237,243,2421.3,186068,189641,12417405,28962847,35267859,61169,209273,265879
Fahal,133,121,35871,67943,2007,2007,2009,2009,794,1942,2171,2248,76,182,383,388,52,62,74,75,2221.1,171848,175148,16748299,29771348,31161866,125927,350063,438744
Sur,112,56,36664,29337,2006,2006,2005,2005,1319,3305,5443,4349,167,263,597,590,42,63,411,409,4863.4,293292,298923,7779669,48184074,41455875,69461,537852,815213
Mina Al Fahl,74,65,26290,50664,2010,2010,2011,2011,3116,2388,2481,2487,255,257,461,462,70,70,72,72,1706.7,132204,134742,12368524,21106211,22091396,167142,452637,566310
Qalhat Lng Terminal,73,37,34073,25739,2005,2006,2005,2005,4383,4586,4938,4842,322,327,448,456,22,17,55,59,4329.2,261030,266042,6234532,44474311,37585099,85405,736614,1132059
Muscat,10,10,999,1781,2008,2008,2011,2011,455,4177,1902,2083,45,194,342,356,4,207,301,191,80.4,6159,6277,662529,1118238,1205766,66253,218237,278643
