Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Mina Raysut,200,49,1250,1367,2005,2002,2006,2005,501,643,767,821,67,202,80,88,36,55,48,61,360.4,27570,28099,1787275,5050151,5903305,8936,29099,35351
Salalah,120,23,366,438,2008,2003,2005,2006,194,705,827,900,68,100,145,172,30,82,149,189,149.4,11358,11576,1100575,2834937,3314926,9171,25821,31032
Port Of Sohar,111,41,1076,1645,2007,2005,2008,2008,788,491,585,564,72,67,88,88,50,42,68,68,306.0,23393,23842,1788756,4510066,5175654,16115,49516,59655
Duqm,57,40,774,1243,2003,2003,2008,2008,399,687,708,722,44,128,117,120,35,83,43,43,104.7,7981,8134,553296,1526276,1873721,9707,36828,47117
Mina Qabus,50,29,503,420,2005,2008,2007,2008,579,503,543,473,56,167,61,72,48,128,54,92,124.4,9549,9733,333927,1171423,1386762,6679,25934,29729
Qalhat Lng Terminal,28,4,1307,1097,2007,2004,2000,2001,168,3560,3023,2091,38,218,709,680,38,16,12,14,261.9,16181,16492,314480,1999815,1754475,11231,85576,128991
Sur,18,7,4063,3289,2005,2002,2001,2001,458,7000,9700,7850,52,475,2176,2155,36,49,22,22,738.2,44093,44939,878723,5944449,5057259,48818,397278,609204
Fahal,14,8,35,54,2004,2001,2005,2005,189,270,132,117,34,35,60,60,32,66,49,53,28.2,2157,2199,51300,142603,158247,3664,12066,14644
Mina Al Fahl,12,3,19,28,2008,2009,2008,2007,230,3223,247,238,34,954,183,116,27,14,35,37,23.7,1784,1819,60578,158410,196124,5048,14742,18179
Muscat,3,3,15,24,1999,1999,1998,1998,1147,1862,1300,1362,162,963,1342,1397,11,15,15,14,11.6,872,889,70093,122756,155079,23364,67724,84286
