Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1554,333,197423,216313,2007,2007,2009,2009,1050,1942,2020,1976,77,123,203,203,17,24,22,22,20068.2,1553641,1583471,104974376,318734624,348670648,67551,231785,273971
Bulk carrier,843,542,74588,139882,2007,2009,2009,2009,870,1824,2293,2400,83,183,513,526,75,93,133,136,4828.0,373795,380972,32479604,80526868,95505299,38529,134840,163845
Oil tanker,778,493,104903,198324,2006,2007,2009,2009,612,1608,1987,2010,68,197,563,565,50,74,94,93,8379.7,648322,660769,64151234,112695392,124365793,82457,218968,272294
Chemical tanker,678,375,20963,34530,2008,2009,2009,2009,705,1403,1531,1538,73,167,345,347,45,65,98,99,3568.9,275055,280336,10244464,56213478,65390667,15110,96487,117902
Liquefied gas tanker,373,137,91816,71468,2008,2008,2006,2006,1392,2922,3931,3685,123,218,483,483,27,66,195,201,12028.7,753099,767558,19458932,126903173,107985318,52169,417440,632523
General cargo,336,192,7758,10083,2002,2003,2006,2006,863,1846,1878,1773,89,178,411,391,45,67,90,89,1217.2,93658,95456,5351117,18126419,26253174,15926,83275,111801
Vehicle,259,179,31963,10492,2008,2008,2009,2009,2108,2054,2075,2063,125,129,167,166,9,11,13,12,1964.1,152138,155059,10624821,46844068,54250205,41022,155926,167811
Cruise,104,42,6766,697,2006,2003,2006,2005,678,1077,851,890,44,68,87,88,10,11,12,11,1408.1,109072,111166,2774179,13674961,15367244,26675,114791,119304
Service - tug,85,54,101,81,2006,2005,2009,2009,459,1207,1474,1405,98,430,2689,2597,65,121,212,202,107.6,8090,8246,2073593,4903424,6565420,24395,62993,85051
Ro-Ro,65,39,2123,1185,2003,2002,2005,2005,956,1307,2187,2161,156,378,258,279,39,66,27,29,450.5,34533,35196,1350223,3142590,3067086,20773,48978,53516
Ferry-RoPax,54,4,69,6,2012,2012,2011,2012,457,1352,914,712,32,124,249,180,42,45,44,63,126.3,9485,9667,171352,373192,494146,3173,7070,9912
Service - other,19,12,269,306,2005,2002,2003,2002,1715,1919,1774,1942,131,261,406,464,44,211,89,84,71.6,5440,5544,2137900,4386501,4726720,112521,250378,282712
Miscellaneous - fishing,2,2,8,8,1976,1976,1978,1978,3840,3840,4144,4630,298,298,353,374,98,98,101,102,7.1,532,543,53532,118745,135001,26766,62993,74674
Refrigerated bulk,1,1,16,19,1997,1997,1997,1997,3112,3112,3112,3112,287,287,287,287,207,207,207,207,7.3,553,563,55125,120451,135676,55125,117471,126833
