Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Chemical tanker,357,22,4521,7220,2004,2006,2004,2004,578,610,747,750,50,55,118,118,45,47,65,64,1008.9,77888,79384,2675962,12896569,15077964,7496,41976,51187
Oil tanker,310,13,5653,9582,1999,2000,1999,1999,529,631,657,659,56,66,215,217,42,51,92,92,1328.6,102560,104529,8082898,15926158,18910880,26074,68847,83832
General cargo,222,29,526,749,1997,2002,2000,1999,445,496,497,500,50,80,111,113,73,63,92,93,177.5,13493,13753,1154552,3433382,4905631,5201,19507,26906
Cruise,180,21,1565,161,1994,1994,1995,1995,487,674,514,523,37,84,48,58,21,22,26,30,587.4,45077,45942,761338,3728611,5033054,4230,18539,23114
Liquefied gas tanker,169,4,1085,1418,1995,1994,1996,1996,479,491,637,639,44,41,99,99,32,28,49,49,320.7,24476,24946,1070351,3100982,3424477,6333,34675,45599
Bulk carrier,153,75,1416,2238,2002,2008,2009,2008,441,583,572,570,55,216,282,281,33,132,172,170,232.7,17824,18166,994420,2533919,3716360,6499,27374,34731
Service - tug,107,12,8,5,2015,2005,2009,2008,162,874,389,402,55,449,624,585,47,888,1134,1323,61.3,4605,4694,121589,287522,384976,1136,2934,3962
Service - other,53,8,128,151,1979,1985,1979,1979,455,1498,1795,1722,105,814,1905,1888,82,160,219,213,82.8,6239,6359,1054912,2164448,2332324,19904,44290,50009
Refrigerated bulk,41,20,219,240,1993,1993,1993,1993,655,743,713,709,48,80,94,92,66,72,68,68,151.2,11463,11683,713367,1558742,1755777,17399,37078,40033
Ro-Ro,29,2,24,31,1999,2000,1999,1999,316,318,719,719,33,33,109,109,150,150,260,260,60.4,4537,4624,113415,874383,412613,3911,9544,13606
Container,29,12,304,373,2008,2008,2008,2008,680,707,678,673,47,66,69,69,20,31,31,32,76.5,5873,5986,391619,1412379,1609208,13504,52130,62945
Ferry-pax only,16,3,25,4,1965,1960,1995,1994,331,13406,3373,2829,46,432,2150,2109,48,309,1510,1482,9.1,686,699,370088,753719,949452,23130,53789,70911
Miscellaneous - fishing,2,1,0,0,1982,1982,1982,1982,251,251,251,251,32,32,33,33,2,2,2,2,0.1,9,9,1132,2512,2856,566,1333,1580
