Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cienfuegos,310,83,2588,3432,1999,2001,2002,2003,489,586,610,674,46,189,140,161,38,109,96,110,637.4,48972,49913,2698619,7782843,9798968,8705,30864,38997
Havana,274,117,3394,4388,2000,2001,2002,2004,562,905,795,886,55,185,297,363,32,150,71,82,822.0,63072,64283,3824018,10265709,12489705,13956,47518,58309
Santiago De Cuba,240,66,2282,3004,1998,2000,1998,2000,586,834,666,691,49,166,182,189,38,95,68,73,659.7,50741,51716,2540997,7869422,9386255,10587,41095,51025
Matanzas,190,38,2375,3908,2000,2001,2000,2000,521,504,558,557,55,86,115,116,44,86,66,65,625.1,48251,49177,2579290,6373648,7576814,13575,44030,54047
Mariel,99,37,544,750,1997,2000,2001,2001,496,641,570,575,52,165,189,194,43,74,67,70,151.9,11619,11842,849275,2397682,2995978,8579,29917,37815
Puerto De Pastelillo,86,26,943,1467,1997,1999,2000,2000,486,605,637,641,54,91,80,80,44,83,77,77,242.4,18684,19043,840186,2756739,3148267,9770,42654,52365
Moa,73,22,583,902,2002,2001,2002,2002,477,555,554,556,40,98,86,87,55,95,59,57,180.0,13863,14130,516251,1660643,1978388,7072,28219,34553
Nueva Gerona,64,12,127,130,1999,1993,2004,2006,339,7054,880,748,38,247,513,193,100,207,411,169,106.1,8004,8158,656840,1714153,1807822,10263,26197,33845
Varadero,38,28,608,1043,1997,1997,1999,1999,417,635,639,638,40,55,86,86,32,122,295,291,122.4,9438,9619,683873,1590397,1847756,17997,50424,61929
Casilda,34,13,35,35,1995,1994,2003,2004,144,268,260,304,16,34,58,67,43,63,52,48,33.6,2526,2574,78902,152454,194223,2321,5533,7170
Puerto Padre,31,15,68,107,2007,2000,2002,2001,168,396,437,442,37,114,133,135,84,68,112,115,19.0,1445,1473,87559,230986,319546,2824,10641,13527
Antilla,28,4,31,3,2012,1996,1997,1998,127,240,454,355,19,21,38,41,54,29,29,34,19.4,1491,1520,15656,81200,111016,559,2613,3307
Bufadero,27,15,99,153,1997,2002,2000,2000,379,435,410,406,43,59,74,75,49,59,58,59,21.7,1662,1694,125380,363109,491693,4644,18032,23663
Guayabal,18,15,78,127,2006,2004,2005,2005,258,483,318,316,26,50,28,26,42,111,67,63,15.2,1155,1177,62525,180385,247340,3474,14800,18871
Puerto Da Vita,17,11,78,128,2000,1999,2000,2000,410,505,496,518,38,71,53,55,107,113,65,63,24.6,1889,1926,91851,333202,429447,5403,24073,31153
Niquero,17,12,98,164,1996,1994,2003,2002,301,466,692,722,50,48,85,86,57,116,69,64,15.6,1198,1221,89546,341226,433259,5267,24239,31438
Preston,14,8,237,409,1996,1995,1998,1998,471,525,472,474,40,64,47,47,53,76,74,75,46.5,3597,3666,244679,547763,619555,17477,47485,58242
Cabanas,10,8,74,120,1998,1998,2003,2002,565,608,690,693,46,54,54,53,79,108,116,114,16.8,1287,1311,60033,241842,295510,6003,29971,37459
Palo Alto,9,6,8,11,1994,1995,2000,1999,316,424,358,361,23,69,94,94,75,128,184,183,3.0,225,229,31808,88869,124566,3534,11507,15957
Cayo Coco,8,8,38,66,1996,1996,1995,1995,425,640,515,521,40,186,123,110,14,35,24,22,8.3,631,643,91582,208235,239478,11448,28907,35080
Nicaro,8,6,79,116,2000,1998,2006,2006,591,1350,985,906,91,150,395,397,48,350,140,131,19.9,1524,1553,210639,424490,485864,26330,71621,88486
Caibarien,8,8,49,81,2001,2001,2002,2002,465,554,788,807,64,615,186,185,12,86,19,18,14.3,1082,1102,50028,154677,188402,6253,24906,30492
Bahia Honda,7,7,176,111,2000,2000,2001,2002,561,863,1753,1731,55,69,130,127,21,26,56,29,37.4,2895,2951,137933,512113,523747,19705,72291,74488
Sagua La Grande,6,5,52,86,1997,1996,1997,1997,315,545,370,366,34,57,49,45,30,50,83,89,17.1,1322,1347,58354,139647,161088,9726,31538,38664
Manati,6,6,108,182,1998,1998,2004,2004,478,1027,971,989,98,130,137,135,81,134,67,64,17.9,1381,1408,141491,239943,318335,23582,58102,72205
La Coloma,6,6,103,173,1998,1998,2002,2002,574,1154,2380,2640,81,108,237,241,15,20,10,10,16.7,1291,1316,60813,274720,315415,10135,54924,67599
Baracoa,5,5,23,38,2003,2003,1999,1999,154,226,171,162,16,20,23,21,23,91,87,86,7.7,598,610,22778,51660,59514,4556,16126,20518
Isabela De Sagua,5,5,51,91,1994,1994,1996,1996,521,453,458,461,45,75,44,44,11,18,21,20,6.4,492,501,64591,151005,171782,12918,36250,44081
Banes,5,5,57,102,1985,1985,1995,1995,583,491,693,701,55,77,60,59,90,79,55,49,6.3,485,494,74846,162618,179665,14969,38375,46204
Bahia De Sagua De Tanamo,4,4,180,337,1998,1998,1995,1995,779,1101,2060,2114,46,172,506,513,19,16,15,14,25.3,1961,1999,170576,402906,450317,42644,117675,146626
Tunas De Zaza,3,2,25,43,1993,1989,2001,2002,737,2056,464,457,46,439,56,43,111,818,58,33,43.7,3290,3353,18390,73310,82819,6130,29106,35747
Jucaro,3,2,2,1,1990,1996,1977,1977,1108,2797,3325,2669,928,993,2762,2736,16,96,18,19,62.2,4670,4760,30469,37722,38535,10156,15674,19205
Manzanillo,3,3,7,9,1977,1977,1977,1977,247,916,1195,1237,34,154,381,382,80,57,75,75,2.8,214,218,60297,123716,133312,20099,44724,50499
Nuevitas,2,2,206,356,2004,2004,2003,2003,3538,3538,3265,3274,211,211,289,289,52,52,37,37,26.7,2071,2111,123096,486655,583941,61548,303378,375384
Ceiba Hueca,2,2,16,19,1992,1992,1994,1994,833,833,822,821,62,62,49,48,10,10,8,8,3.3,251,256,23403,52795,57316,11702,46366,60339
Gibara,2,2,1,1,2004,2004,2005,2005,48,48,32,34,12,12,11,12,46,46,37,40,0.5,40,40,1394,4639,5861,697,2845,3538
Cardenas,2,2,27,41,1992,1992,2006,2006,1295,1295,2258,2307,41,41,22,22,302,302,568,569,10.2,772,787,65018,124027,136988,32509,87748,107578
Boca Grande,1,1,8,14,2002,2002,2002,2002,294,294,294,294,9,9,9,9,12,12,12,12,1.2,93,95,2685,19666,22675,2685,23190,28508
Camaguey,1,1,5,9,2002,2002,2002,2002,196,196,196,196,6,6,6,6,8,8,8,8,0.8,62,63,1790,13111,15117,1790,15460,19005
Media Luna,1,1,12,18,2000,2000,2000,2000,519,519,519,519,39,39,39,39,111,111,111,111,6.0,463,472,16225,38962,43952,16225,49372,57738
Puerto Tarafa,1,1,1,1,1972,1972,1972,1972,350,350,350,350,50,50,50,50,5,5,5,5,0.3,24,24,1956,4436,5344,1956,5897,7360
