Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,289,34,6217,676,1996,1994,1998,1998,307,550,415,441,19,45,110,128,21,27,24,23,1622.8,125110,127512,3430835,14734874,16224952,11871,44595,45043
Container,262,53,5493,6959,2006,2005,2005,2005,839,1478,1299,1309,60,102,165,167,22,21,32,32,1105.7,85138,86773,6692623,23934874,26743658,25544,95227,113362
Bulk carrier,152,109,11489,18255,2005,2008,2010,2010,3260,3831,4021,4016,336,351,553,554,66,215,236,234,1340.8,103496,105483,7480966,19325875,28603521,49217,212809,270232
General cargo,146,64,1712,2447,2003,2003,2005,2005,895,1471,1550,1587,84,169,269,276,50,101,87,88,357.1,27364,27889,1967286,6231766,8886375,13475,61422,81601
Chemical tanker,80,39,4515,7355,2007,2007,2007,2007,2273,3091,2707,2703,206,268,412,414,30,44,54,53,773.0,59651,60796,2763201,13441786,15874565,34540,193938,238886
Liquefied gas tanker,60,11,1276,1400,2001,2004,2011,2011,1023,2393,2212,2006,114,174,362,346,24,34,19,20,216.2,16574,16892,776397,2821460,2859805,12940,78287,107452
Oil tanker,59,19,6035,10815,2001,2003,2001,2001,1485,2624,2106,2117,148,263,365,364,58,63,87,88,678.4,52503,53511,6326214,12632272,14548069,107224,264133,328731
Refrigerated bulk,50,30,1081,1185,1993,1993,1994,1994,1058,3252,2796,2756,111,259,313,311,86,86,86,87,523.4,39784,40548,3516824,7684431,8655789,70336,149886,161832
Vehicle,23,14,1751,554,2005,2004,2000,2000,1078,1847,1453,1408,66,128,338,324,16,17,16,16,118.7,9176,9352,560837,2472691,2863629,24384,92684,99749
Service - tug,23,14,4,3,1984,1983,1978,1983,745,801,757,793,151,247,223,282,8,108,96,164,18.6,1397,1424,68233,161351,216040,2967,7660,10343
Ro-Ro,8,6,38,49,1992,2000,2005,2009,1264,3315,1964,3292,183,471,1196,1391,24,40,41,45,26.9,2025,2064,176908,1363890,643607,22113,53966,76931
Service - other,8,7,33,31,1996,1997,1993,1993,723,695,783,756,64,393,497,400,10,11,18,19,11.6,878,895,214904,440936,475135,26863,59775,67494
Ferry-RoPax,2,2,79,22,2004,2004,1992,1990,9473,9473,10600,12757,4276,4276,7505,7815,49,49,29,27,56.3,4223,4305,137352,339660,416765,68676,146596,133518
Ferry-pax only,2,2,0,0,1924,1924,1920,1925,816,816,833,496,134,134,177,132,44,44,23,45,0.6,46,46,15752,32080,40411,7876,18315,24145
Miscellaneous - fishing,1,1,0,0,1982,1982,1982,1982,143,143,143,143,20,20,20,20,3,3,3,3,0.0,3,3,323,716,814,323,759,900
