Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Havana,380,147,13267,13547,1999,2003,2004,2007,575,2829,850,2725,40,243,326,484,25,128,120,171,2542.8,195701,199459,9848984,31325357,38646598,25918,97465,114990
Mariel,219,75,7418,8518,2003,2003,2006,2006,1062,2473,1989,1988,78,222,323,315,25,63,56,67,1321.8,101887,103843,7108522,25630936,28394106,32459,125363,150681
Santiago De Cuba,179,70,1768,2174,2003,2003,2004,2005,591,1103,740,897,41,114,151,181,31,73,52,58,418.5,32119,32736,2152390,6931332,8582977,12025,46999,58140
Cienfuegos,96,69,4799,6838,2002,2003,2009,2010,934,2933,2431,3524,109,257,457,489,42,199,254,276,734.1,56488,57573,3973072,10511150,14654420,41386,156627,194998
Moa,80,37,1032,1526,1999,2000,2005,2005,1008,1753,1707,1793,106,166,317,327,24,67,83,87,268.3,20485,20879,1082669,3553402,4464953,13533,57266,73429
Matanzas,60,31,4881,8466,2004,2005,2003,2003,1430,2962,2258,2244,126,502,512,414,62,94,87,90,606.6,46798,47696,4452367,10638686,12404482,74206,216539,268105
Cabanas,36,21,1023,879,2005,2005,2004,2005,1029,1584,1247,1704,69,253,173,218,18,19,24,22,209.7,16168,16478,1121170,3988158,4434822,31144,116048,133428
Varadero,18,16,1545,2670,1999,1999,2004,2004,1779,2496,2760,2741,197,247,315,312,6,18,31,32,135.5,10472,10673,1427672,3347584,3860852,79315,240205,301051
Puerto Padre,12,11,168,279,1998,1999,2008,2008,774,1065,1413,1404,94,195,394,391,73,173,146,151,26.6,2043,2083,132913,376790,551593,11076,48136,62994
Guayabal,11,10,260,429,2005,2005,2001,2001,856,1481,1320,1341,104,184,316,322,63,54,63,64,28.0,2159,2200,218969,546873,731447,19906,74465,92681
Bahia Honda,11,8,243,170,2001,2001,2002,2000,634,1171,602,1193,40,94,80,142,8,48,25,41,49.9,3837,3911,205514,746424,787566,18683,68737,74995
Cayo Coco,10,10,289,263,2000,2000,2002,2000,631,1257,1369,1087,65,107,112,163,14,32,45,27,55.1,4252,4334,299712,886491,969222,29971,90875,104656
Baracoa,8,7,359,549,1998,1996,2006,2006,653,2412,2264,2477,92,248,816,832,12,18,33,34,40.1,3096,3155,262499,731072,976305,32812,129781,165990
Puerto De Pastelillo,8,6,386,439,2010,2008,2013,2012,3894,3710,3084,2871,268,313,308,322,28,87,64,77,77.5,5959,6073,400842,1222936,1440682,50105,234676,306259
Preston,7,3,431,773,1999,1999,1999,1999,1050,1147,1129,1139,136,145,137,135,134,162,156,157,99.9,7739,7888,399748,841832,927029,57107,140263,175312
Puerto Da Vita,5,5,441,748,2002,2002,2005,2005,2533,4559,4804,4927,354,459,840,850,9,25,21,20,63.5,4896,4990,240153,1297797,1537695,48031,301440,375173
Niquero,4,3,408,695,2006,2007,2004,2004,3075,3158,4208,4282,244,253,497,502,14,37,14,14,52.4,4044,4122,159226,950589,1148788,39806,297260,369148
Bufadero,4,4,78,104,2012,2012,2014,2014,1246,1455,1463,1416,128,144,168,164,79,89,56,55,14.4,1102,1123,53423,153649,214045,13356,59791,77124
Banes,3,3,1,0,1965,1965,1958,1963,959,843,849,843,151,129,138,137,2,3,3,3,2.3,173,177,10670,25231,33783,3557,9184,12400
Bahia De Sagua De Tanamo,3,3,567,172,1983,1983,1988,1988,928,4914,12582,10855,430,560,902,898,18,13,18,18,37.2,2858,2913,178558,777132,905255,59519,225047,244784
Manati,2,2,101,167,2004,2004,2004,2004,3476,3476,2829,2773,320,320,306,302,2,2,3,3,16.7,1291,1315,93675,357901,419212,46838,203095,243124
Gibara,2,2,11,14,1976,1976,2007,2008,710,710,534,528,99,99,63,61,4,4,8,8,3.1,237,241,16377,57812,67734,8189,31257,38774
La Coloma,2,2,73,61,2006,2006,2008,2011,1892,1892,925,2369,132,132,158,226,10,10,11,13,14.7,1140,1162,46390,145009,178244,23195,90892,103836
Manzanillo,1,1,17,24,2011,2011,2011,2011,2970,2970,2970,2970,298,298,298,298,6,6,6,6,2.8,218,222,40919,120030,165530,40919,163931,206698
Sagua La Grande,1,1,53,70,2004,2004,2004,2004,2063,2063,2063,2063,125,125,125,125,35,35,35,35,9.0,687,700,58434,210519,228538,58434,211049,246362
Casilda,1,1,15,23,2011,2011,2011,2011,703,703,703,703,428,428,428,428,26,26,26,26,2.1,160,163,9332,25907,40265,9332,43966,56983
Palo Alto,1,1,5,2,1992,1992,1992,1992,826,826,826,826,58,58,58,58,6,6,6,6,2.4,183,186,14910,30592,32965,14910,33177,37462
Jucaro,1,1,84,152,2007,2007,2007,2007,2328,2328,2328,2328,212,212,212,212,94,94,94,94,15.2,1176,1199,119544,187472,254026,119544,275632,346935
