Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,291,35,8634,929,1995,1994,1998,1998,384,680,573,604,34,56,60,64,8,37,22,24,1988.3,153320,156264,4918597,20240786,21728971,16902,61017,60274
Container,263,52,6011,7573,2006,2004,2006,2006,824,1238,1410,1413,68,100,228,228,19,24,32,32,1187.3,91452,93208,7729696,26757791,29916046,29390,105847,125456
Bulk carrier,158,111,4689,7462,2005,2008,2009,2009,953,1672,1551,1555,204,373,643,645,48,82,104,105,564.9,43405,44238,3142148,7963133,11701588,19887,84112,106383
General cargo,143,60,1495,2132,2004,2004,2004,2004,714,951,1357,1384,89,172,315,330,47,100,93,94,330.3,25279,25764,1409450,4597025,6617123,9856,47426,63702
Chemical tanker,80,40,3037,4928,2007,2007,2007,2007,1128,1756,1829,1826,144,203,321,321,48,58,57,58,594.6,45876,46756,1453022,8065948,9419412,18163,117310,144019
Liquefied gas tanker,61,12,843,966,2000,2003,2006,2005,1026,1378,1434,1356,135,128,227,217,44,41,46,45,217.8,16603,16922,703125,2089739,2284174,11527,63782,84282
Oil tanker,58,19,5812,10488,2001,2004,2004,2004,1291,2535,2072,2095,177,300,414,416,60,56,62,61,727.7,56291,57372,5756213,11935364,13388208,99245,248104,307821
Refrigerated bulk,50,29,466,527,1993,1993,1993,1993,1033,1133,1189,1211,78,99,184,188,49,117,145,145,316.1,23964,24425,1562730,3414642,3846273,31255,66603,71911
Vehicle,23,14,1038,326,2005,2004,2001,2001,764,1073,861,829,61,91,177,171,16,15,18,17,75.9,5870,5982,330041,1455128,1685187,14350,54543,58700
Service - tug,22,13,2,1,1984,1982,1971,1976,212,396,389,374,87,77,117,112,68,111,82,96,11.0,825,841,31283,73976,99049,1422,3672,4958
Service - other,9,8,207,145,1994,1995,1991,1990,3191,4668,5177,3534,134,806,1042,932,159,187,143,182,78.9,5946,6060,1014486,2081502,2242944,112721,250822,283214
Ro-Ro,6,5,12,9,1993,1997,1988,1996,1279,1334,821,904,90,86,97,96,52,112,82,119,11.1,833,849,31224,240724,113595,5204,12700,18104
Ferry-pax only,3,3,1,1,1937,1937,1945,1936,1143,1181,1167,1268,182,187,177,209,93,99,85,127,1.6,118,120,51599,105087,132377,17200,39997,52730
Ferry-RoPax,2,2,6,1,2004,2004,2004,1999,898,898,872,821,624,624,645,472,710,710,726,598,16.4,1233,1256,8835,21848,26807,4417,9429,8588
Miscellaneous - fishing,1,1,1,0,1982,1982,1982,1982,727,727,727,727,126,126,126,126,43,43,43,43,0.3,23,23,1641,3640,4139,1641,3862,4578
