Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Havana,333,110,9094,5117,1998,2001,2000,2005,425,995,609,1169,37,162,125,264,9,53,29,48,1884.4,145027,147812,5532624,20638311,23396718,16614,62114,68456
Santiago De Cuba,225,120,3134,3922,2004,2004,2005,2006,820,1080,911,1012,101,306,355,421,23,76,68,75,747.1,57201,58300,3945320,11027561,13565279,17535,59745,72132
Mariel,207,65,5578,6269,2003,2002,2006,2006,771,1362,1537,1566,68,122,227,242,21,73,39,44,1059.6,81678,83246,6269029,21976773,24538805,30285,110827,130428
Cienfuegos,97,62,2615,3650,2000,2002,2004,2005,808,1518,1204,1763,99,229,480,556,26,70,91,104,497.6,38297,39032,2164105,6326056,7982027,22310,85235,103745
Moa,91,43,1276,1975,1999,1999,2007,2007,1032,1073,1553,1626,131,138,220,224,58,111,92,92,333.3,25406,25894,1117604,3403524,4226714,12281,49800,63486
Matanzas,51,33,4474,7920,2003,2004,2005,2005,1252,2131,2423,2453,177,241,483,489,68,86,77,73,531.8,41125,41914,3932488,9068201,10302980,77108,216158,271232
Cabanas,33,18,1381,806,2005,2006,2003,2006,868,1491,1712,1603,65,124,168,254,22,31,57,49,279.4,21589,22004,1312479,4666668,4978869,39772,142121,153177
Puerto De Pastelillo,24,18,679,901,2006,2004,2012,2012,1070,1359,1681,1448,112,139,246,221,48,81,78,87,138.9,10706,10912,484290,1737139,2032736,20179,108485,139302
Puerto Padre,21,16,256,398,2003,2005,2008,2008,968,1061,1057,1028,109,165,267,267,37,48,44,43,35.3,2702,2754,220879,618886,912792,10518,44858,58746
Bufadero,15,15,445,668,2006,2006,2008,2009,1289,1907,2066,2063,172,200,294,294,60,85,109,112,68.3,5241,5342,278810,799352,1195668,18587,88185,115196
Bahia Honda,9,7,591,427,2003,2004,1999,1996,930,1981,1651,2419,70,158,321,610,16,27,16,22,114.8,8892,9063,365441,1529703,1583190,40605,169428,177607
Puerto Da Vita,8,8,121,191,2004,2004,2010,2010,874,1431,1274,1324,80,113,189,191,96,87,116,118,27.7,2119,2160,140071,533931,664790,17509,75839,97090
Cayo Coco,8,8,193,198,2005,2005,2001,1998,911,749,880,788,68,71,81,89,68,219,48,59,38.0,2927,2984,228527,582167,623840,28566,83078,95706
Baracoa,8,8,536,793,1996,1996,2007,2008,974,3887,4093,4825,108,343,1427,1500,72,210,23,12,67.4,5186,5285,360957,1097225,1493883,45120,198116,252802
Varadero,7,7,353,618,2007,2007,2013,2013,905,1356,1945,2003,126,180,357,361,43,68,46,46,38.4,2956,3013,194063,825771,950149,27723,148373,184525
Guayabal,5,4,12,18,2012,2011,2009,2009,321,590,661,649,60,60,72,71,14,18,22,22,4.3,331,338,28262,84237,109231,5652,20098,25392
Manati,4,3,87,143,2006,2007,2007,2007,1060,1145,1018,1004,124,146,148,145,29,28,24,24,12.3,947,965,53765,217288,275941,13441,70790,87916
Niquero,3,3,32,41,2003,2003,2009,2009,920,1146,1574,1544,84,91,115,114,18,59,22,22,7.3,566,576,28959,83906,120445,9653,38706,51016
Preston,3,2,259,486,1997,1998,1995,1995,941,1356,1602,1633,146,141,234,236,60,122,65,63,28.3,2195,2237,251115,528823,582342,83705,205591,256964
Sagua La Grande,3,3,134,181,2006,2006,2004,2005,2391,2598,3718,3603,323,263,323,323,12,31,67,65,22.7,1752,1786,171995,598143,674348,57332,204621,244862
La Coloma,2,1,272,36,2001,2001,2001,2001,2076,2076,2076,2076,117,117,118,118,46,46,43,43,59.3,4592,4680,225613,786580,757019,112806,349863,315512
Bahia De Sagua De Tanamo,2,2,290,88,1981,1981,1988,1988,3975,3975,6590,6268,301,301,454,451,58,58,15,16,19.1,1476,1504,92376,400037,467047,46188,174288,190346
Isabela De Sagua,2,1,154,294,1994,1994,1994,1994,1382,1382,1382,1382,130,130,130,130,78,78,79,79,17.7,1374,1400,151802,319680,352033,75901,186423,233007
Banes,2,2,0,0,1960,1960,1953,1959,633,633,637,633,106,106,107,106,106,106,89,106,1.1,84,85,5346,12643,16928,2673,6903,9320
Nueva Gerona,1,1,22,28,2006,2006,2006,2006,1185,1185,1185,1185,96,96,96,96,9,9,9,9,4.3,332,339,26051,101059,115315,26051,109082,133104
Puerto Tarafa,1,1,2,3,1972,1972,1972,1972,1039,1039,1039,1039,171,171,171,171,362,362,362,362,1.8,135,138,5811,13181,15879,5811,17522,21871
Manzanillo,1,1,14,20,2011,2011,2011,2011,2503,2503,2503,2503,178,178,178,178,50,50,50,50,2.6,204,208,34484,101156,139500,34484,138153,174195
Palo Alto,1,1,110,45,1992,1992,1992,1992,17260,17260,17260,17260,1332,1332,1332,1332,6,6,6,6,50.9,3820,3893,311711,639562,689166,311711,693608,783182
Gibara,1,1,0,0,1944,1944,1944,1944,550,550,550,550,130,130,130,130,0,0,0,0,0.4,31,32,2320,5486,7346,2320,5991,8089
Jucaro,1,1,141,254,2007,2007,2007,2007,3900,3900,3900,3900,393,393,393,393,27,27,27,27,26.5,2048,2087,200266,314061,425556,200266,461751,581201
Caibarien,1,1,1,0,1985,1985,1985,1985,1168,1168,1168,1168,156,156,156,156,28,28,28,28,1.3,98,100,7527,9222,9357,7527,11527,14096
