Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,276,42,11347,1909,2002,2003,2007,2005,718,1212,752,849,56,176,60,101,10,28,12,27,2188.4,167165,170375,4379095,19978029,23039288,15866,67532,76049
Portugal,14,14,1745,165,1989,1989,2006,2003,1881,1966,1984,1960,111,157,115,116,8,36,8,9,320.4,24805,25282,494423,2984198,3612133,35316,188172,214180
Bahamas,11,8,398,83,2002,2003,2001,2003,907,904,885,914,65,71,55,70,9,22,11,27,104.8,8111,8266,287320,1010902,1032381,26120,84215,81490
Sint Maarten (Dutch part),8,1,1206,86,2015,2015,2015,2015,894,894,894,894,46,46,46,46,6,6,6,6,161.4,12504,12744,-47287,930589,1369205,-5911,102713,148106
Spain,5,5,246,216,2005,2005,2004,2006,2966,2951,2854,2976,215,225,220,244,11,146,134,221,72.7,5622,5730,84367,439507,596648,16873,111214,144394
Canada,4,4,44,58,2014,2014,2013,2013,855,956,853,821,87,101,80,71,16,27,38,43,8.5,649,662,38816,156019,187240,9704,45267,55388
Dominican Republic,4,3,22,25,2001,1996,2004,2002,1094,1148,1145,1128,87,130,125,119,34,46,35,41,6.3,485,494,26829,70124,80192,6707,29287,37903
Antigua and Barbuda,3,3,102,101,2010,2010,2011,2007,948,949,949,949,74,72,71,75,53,44,39,59,17.9,1387,1414,64140,270826,327778,21380,97959,116700
Turks and Caicos Islands,3,3,305,34,2001,2001,2002,2002,767,1067,1021,1074,45,60,66,69,7,7,7,7,71.8,5562,5669,104793,572459,640483,34931,169363,180705
Trinidad and Tobago,3,3,22,30,2009,2009,2009,2009,1360,1361,1363,1364,123,128,130,131,41,40,42,43,7.3,563,574,46851,92113,112591,15617,59605,77420
United Kingdom of Great Britain and Northern Ireland,2,2,186,107,2005,2005,2007,2005,3132,3132,3089,3139,344,344,263,360,102,102,160,90,17.3,1330,1356,71984,277270,348111,35992,147981,171978
Gibraltar,2,2,55,76,2010,2010,2009,2009,2773,2773,2692,2704,222,222,210,213,26,26,29,28,12.8,985,1004,28803,105168,155282,14401,86167,117670
Cuba,2,2,40,15,1972,1972,1972,1972,1312,1312,1256,1312,116,116,96,117,13,13,20,13,10.0,771,786,34752,189265,247612,17376,88152,106264
Mexico,2,2,184,61,2002,2002,2002,2002,2159,2159,2150,2150,204,204,202,201,62,62,63,63,14.0,1081,1102,61855,272715,315832,30928,117556,126516
Curaçao,1,1,6,9,2008,2008,2008,2008,1664,1664,1664,1664,646,646,646,646,11,11,11,11,2.1,155,158,16046,47068,64910,16046,64283,81054
Virgin Islands (U.S.),1,1,9,13,2004,2004,2004,2004,1051,1051,1051,1051,145,145,145,145,47,47,47,47,3.1,234,239,16119,45806,54258,16119,50526,59232
Jamaica,1,1,5,8,1992,1992,1992,1992,1309,1309,1309,1309,141,141,141,141,6,6,6,6,1.0,77,78,15892,36046,43424,15892,47919,59810
Venezuela (Bolivarian Republic of),1,1,6,8,1992,1992,1992,1992,1423,1423,1423,1423,144,144,144,144,30,30,30,30,1.2,95,96,17271,39175,47193,17271,52078,65002
Belgium,1,1,142,27,2005,2005,2005,2005,3197,3197,3197,3197,208,208,208,208,33,33,33,33,8.9,683,697,27671,121998,141286,27671,105176,113192
Haiti,1,1,6,7,2016,2016,2016,2016,1151,1151,1151,1151,137,137,137,137,34,34,34,34,2.3,175,178,5119,14831,16378,5119,28027,36857
Germany,1,1,165,52,2009,2009,2009,2009,3369,3369,3369,3369,212,212,212,212,26,26,26,26,9.6,736,750,52213,230202,266598,52213,198461,213587
Japan,1,1,492,172,2007,2007,2007,2007,11238,11238,11238,11238,733,733,733,733,4,4,4,4,32.6,2528,2576,173673,765711,886771,173673,660130,710445
Morocco,1,1,209,24,2012,2012,2012,2012,3153,3153,3153,3153,182,182,182,182,10,10,10,10,53.9,4178,4259,150780,525681,505924,150780,467635,421721
South Africa,1,1,431,141,2007,2007,2007,2007,6976,6976,6976,6976,407,407,407,407,42,42,42,42,27.2,2108,2148,142558,628528,727900,142558,541863,583164
"Bonaire, Sint Eustatius and Saba",1,1,55,95,2010,2010,2010,2010,1839,1839,1839,1839,251,251,251,251,42,42,42,42,6.1,469,478,18297,133997,154496,18297,158007,194237
Uruguay,1,1,226,66,2008,2008,2008,2008,5097,5097,5097,5097,308,308,308,308,28,28,28,28,14.3,1107,1128,66531,293332,339708,66531,252885,272160
Saint Kitts and Nevis,1,1,45,5,2015,2015,2015,2015,949,949,949,949,66,66,66,66,8,8,8,8,6.9,534,544,12211,101075,134791,12211,84336,100264
Barbados,1,1,2,2,1997,1997,1997,1997,1163,1163,1163,1163,96,96,96,96,45,45,45,45,2.1,154,157,10960,22488,24232,10960,24388,27538
Panama,1,1,1,1,1996,1996,1996,1996,1633,1633,1633,1633,150,150,150,150,29,29,29,29,1.8,139,141,4605,10214,11613,4605,10837,12847
Virgin Islands (British),1,1,34,3,2009,2009,2009,2009,862,862,862,862,65,65,65,65,11,11,11,11,6.2,479,488,8769,72580,96790,8769,60560,71997
