Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,171,44,14636,1324,2005,2002,2008,2006,774,1175,844,868,46,75,64,67,31,30,35,35,3047.9,234353,238852,3991294,22766294,26128134,23341,117227,126883
Container,101,3,349,391,1996,2001,1995,1995,709,817,721,725,61,77,63,64,23,32,27,27,128.1,9749,9936,842609,2166654,2447410,8343,21853,24696
General cargo,39,14,389,498,2010,2007,2008,2008,939,1666,1557,1519,85,179,181,183,48,59,98,95,85.9,6527,6652,768102,2285571,3278323,19695,73084,101920
Vehicle,12,11,571,179,2007,2008,2006,2006,952,1015,1024,1028,76,91,99,100,3,4,4,4,35.6,2756,2809,181553,800453,927006,15129,57507,61890
Chemical tanker,10,9,174,285,2006,2007,2008,2008,931,1019,1037,1032,82,97,105,105,20,24,28,29,35.0,2692,2744,110802,512847,597271,11080,59032,71378
Bulk carrier,7,5,183,319,1987,1989,2006,2008,2060,2015,2385,2436,213,220,234,235,66,45,17,14,20.6,1588,1619,188761,464732,560483,26966,94190,117066
Liquefied gas tanker,6,4,534,449,2011,2009,2008,2008,1477,2387,4204,4049,126,232,337,334,16,12,2,2,49.7,3230,3292,122738,797293,682827,20456,169447,257593
Service - other,6,4,30,17,1990,1990,1992,1991,1742,2490,2516,2304,173,587,556,724,97,373,593,476,21.0,1578,1608,117138,240341,258982,19523,43442,49052
Ferry-pax only,2,2,0,0,1924,1924,1925,1929,1150,1150,1142,1285,186,186,193,220,89,89,99,139,0.9,70,72,40754,83000,104554,20377,47386,62471
Oil tanker,2,2,33,54,2006,2006,2005,2005,904,904,898,898,80,80,78,78,21,21,20,20,6.0,466,475,56066,113186,124466,28033,88236,107576
Miscellaneous - fishing,1,1,2,1,1996,1996,1996,1996,2909,2909,2909,2909,265,265,265,265,39,39,39,39,3.3,248,253,8202,18195,20685,8202,19304,22884
Ferry-RoPax,1,1,14,1,2018,2018,2018,2018,4399,4399,4399,4399,597,597,597,597,4,4,4,4,3.4,255,260,8773,21696,26621,8773,18728,17057
Other liquids tankers,1,1,67,86,1994,1994,1994,1994,4389,4389,4389,4389,270,270,270,270,3,3,3,3,18.1,1401,1428,44246,126335,272378,44246,153284,247691
