Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,280,40,13017,1816,2003,2004,2008,2005,737,1017,777,846,61,74,55,74,27,62,40,53,2716.6,208466,212468,4677899,22168091,25701105,16707,72983,81763
Bahamas,19,18,691,369,2001,2002,2006,2007,924,942,959,938,76,86,87,84,11,14,11,19,71.5,5536,5642,292304,1205078,1371613,15384,61146,67823
Canada,13,8,220,105,1999,1998,1998,1999,835,987,851,922,71,92,72,92,31,58,42,72,55.5,4251,4332,127620,577821,777091,9817,48818,60949
Portugal,7,7,470,76,1997,1997,1998,1996,1969,2105,2044,2164,119,135,128,148,22,18,18,21,108.8,8429,8591,179183,1293735,1730017,25598,162102,194178
Mexico,5,3,316,67,1988,1991,2007,1990,2060,2009,1856,2012,213,197,122,204,66,46,18,48,48.1,3698,3769,89600,443739,592069,17920,98726,130606
Spain,4,4,663,284,2007,2007,2010,2015,2753,2786,2722,2839,166,177,163,224,16,18,25,5,128.3,9939,10130,70761,866376,1180540,17690,210490,273074
Sint Maarten (Dutch part),3,3,114,35,2006,2006,2002,2006,913,958,1036,956,76,73,75,72,23,35,25,36,30.0,2323,2368,99278,307977,305177,33093,108947,110576
Haiti,3,3,66,33,2009,2009,2009,2009,1207,1350,1249,1288,147,193,168,185,3,7,5,6,8.8,677,690,29870,114303,130582,9957,44265,52653
Barbados,3,3,26,31,2004,2004,2006,2007,1207,1245,1261,1267,118,114,115,117,48,45,59,61,8.9,683,696,22486,63920,85074,7495,30606,39802
United Kingdom of Great Britain and Northern Ireland,3,2,597,139,2003,2002,2005,2003,3212,3216,3219,3216,182,205,180,205,21,20,19,20,146.5,11321,11539,465381,1626764,1614035,155127,505891,480075
Turks and Caicos Islands,2,2,79,9,1984,1984,1989,1984,779,779,804,775,47,47,48,47,22,22,21,22,23.8,1844,1880,38420,187486,214771,19210,80839,83979
Cuba,2,2,1,1,1956,1956,1960,1948,1521,1521,1536,1458,234,234,234,233,200,200,209,187,4.7,352,358,47784,87198,106097,23892,50608,65807
Dominican Republic,2,1,11,13,2016,2016,2016,2016,1071,1071,1071,1071,86,86,89,89,16,16,16,16,3.1,236,240,9524,27593,30471,4762,26072,34285
Virgin Islands (U.S.),2,2,16,24,2005,2005,2005,2005,943,943,943,943,92,92,91,91,20,20,20,20,4.6,355,362,29046,82538,97767,14523,45522,53365
Chile,1,1,14,1,2018,2018,2018,2018,4399,4399,4399,4399,597,597,597,597,4,4,4,4,3.4,255,260,8773,21696,26621,8773,18728,17057
Turkey,1,1,501,415,2008,2008,2008,2008,4906,4906,4906,4906,348,348,348,348,1,1,1,1,38.0,2337,2382,96562,721456,599079,96562,873365,1357098
Cabo Verde,1,1,7,6,1982,1982,1982,1982,2546,2546,2546,2546,1921,1921,1921,1921,172,172,172,172,6.9,515,525,39084,80191,86411,39084,86968,98199
Faroe Islands,1,1,2,1,1996,1996,1996,1996,2909,2909,2909,2909,265,265,265,265,39,39,39,39,3.3,248,253,8202,18195,20685,8202,19304,22884
French Guiana,1,1,7,7,2011,2011,2011,2011,1799,1799,1799,1799,148,148,148,148,16,16,16,16,3.2,245,250,5147,14913,16469,5147,28182,37060
Netherlands,1,1,16,26,2008,2008,2008,2008,4637,4637,4637,4637,781,781,781,781,6,6,6,6,3.7,285,291,44725,131196,180927,44725,179180,225925
Puerto Rico,1,1,19,24,2012,2012,2012,2012,1022,1022,1022,1022,99,99,99,99,51,51,51,51,3.1,234,239,22051,85542,97609,22051,92333,112667
Jamaica,1,1,14,23,2001,2001,2001,2001,1252,1252,1252,1252,205,205,205,205,13,13,13,13,2.2,169,173,9605,26665,41442,9605,45252,58650
Trinidad and Tobago,1,1,40,4,1998,1998,1998,1998,1328,1328,1328,1328,86,86,86,86,32,32,32,32,11.7,905,923,9391,77732,103661,9391,64859,77108
Brazil,1,1,67,86,1994,1994,1994,1994,4389,4389,4389,4389,270,270,270,270,3,3,3,3,18.1,1401,1428,44246,126335,272378,44246,153284,247691
"Bonaire, Sint Eustatius and Saba",1,1,7,12,2004,2004,2004,2004,1110,1110,1110,1110,88,88,88,88,21,21,21,21,2.7,208,212,14097,40058,47449,14097,44185,51799
