,imp_code_str3,imp_name,HS2,description,USD,tonne
0,258,French Polynesia,27," Anthracite, not agglomerated",204376384.552,313904.68685
1,258,French Polynesia,25," Salt (sodium chloride) including solution, salt water",9756698.981999999,88542.474504
2,258,French Polynesia,44, Fuel wood,26219242.347,26631.622031
3,258,French Polynesia,11, Wheat or meslin flour,10778239.572999999,20100.544678000002
4,258,French Polynesia,02," Bovine carcasses and half carcasses, fresh or chilled",56503406.693,18608.283234
5,258,French Polynesia,23," Flour or meal, pellet of meat or offal for animal fee",14993702.442,17766.581425
6,258,French Polynesia,72," Pig iron, non-alloy, <0.5% phosphorus",17981418.906,16276.113878999999
7,258,French Polynesia,87, Pedestrian controlled tractors,162324670.507,14565.461801
8,258,French Polynesia,73, Sheet piling of iron or steel,36193837.619,12858.254415
9,258,French Polynesia,10, Durum wheat,10427096.887,12833.813715
10,258,French Polynesia,22, Mineral and aerated waters not sweetened or flavoured,22427352.257,12141.149945
11,258,French Polynesia,19," Infant foods of cereals, flour, starch or milk, retai",49406058.093,11850.38823
12,258,French Polynesia,20," Cucumbers,gherkins, prepared or preserved by vinegar",23592335.995,11796.740236000001
13,258,French Polynesia,39, Polyethylene - specific gravity <0.94 in primary form,50728706.678,11664.970208
14,258,French Polynesia,04, Milk not concentrated nor sweetened < 1% fat,41216490.734,11413.804537
15,258,French Polynesia,68," Stone setts, curbstones, flagstones (except slate)",7377370.176,11019.665257999999
16,258,French Polynesia,48, Newsprint,21349171.97,9795.167223
17,258,French Polynesia,84, Nuclear reactors,135964905.181,9658.432706
18,258,French Polynesia,17," Raw sugar, cane",9321330.207,9586.258243
19,258,French Polynesia,69," Bricks, blocks and ceramic goods of siliceous earths",6205947.568,9405.130273
20,258,French Polynesia,07," Potatoes seed, fresh or chilled",13027490.326,8439.340123
21,258,French Polynesia,21," Coffee extracts, essences, concentrates, preparations",30247406.268,7339.779035
22,258,French Polynesia,85, Electric motors of an output < 37.5 watts,101674572.291,6873.034198
23,258,French Polynesia,94," Seats, aircraft",34428780.932,6713.828717
