port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Mutsamudu - Moroni,235,19,2001,2004,2003,2004,83239811,107919666,96,107,131,127,88,6654
Anjouan Apt - Moroni,2,2,2006,2006,2003,2002,10051645,10213736,659,659,502,797,2,142
