int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Oil tanker,47,42,2010,2010,2009,2009,25060119517,48126026965,3194,4301,5009,5050,1473,114070
Chemical tanker,27,25,2009,2009,2010,2010,972756458,1604354134,1802,1676,1570,1563,164,12670
Bulk carrier,79,71,2011,2011,2010,2010,11566415709,21778044504,2574,2839,2985,3005,730,56543
General cargo,65,16,2007,2006,2008,2009,372782628,535868844,270,1399,841,858,81,6188
Container,26,5,2002,2001,1999,1999,203410462,282437194,292,637,563,561,63,4798
Ferry-pax only,140,4,2004,1998,2004,1992,2741845,2613915,84,66,109,102,11,809
Miscellaneous - fishing,3,3,2013,2013,2012,2013,4855539,2832634,4013,3528,3506,3531,3,240
Service - tug,2,2,1980,1980,1978,1977,958223,1685170,971,971,1031,1185,2,116
Service - other,6,4,1989,1996,1996,1996,18611948,7853457,1238,1764,1001,1059,10,787
Liquefied gas tanker,3,3,2016,2016,2015,2015,635047614,557163835,2824,2746,2814,2802,56,3468
Ro-Ro,6,2,2010,2006,2008,2005,1202055,1372176,356,394,413,435,56,4230
