int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Oil tanker,47,42,2010,2010,2011,2011,22143780603,42460591465,2765,3763,4426,4455,1421,109917
Chemical tanker,27,25,2009,2009,2010,2010,1474873979,2457315599,2633,2333,2380,2394,219,16941
Bulk carrier,79,71,2011,2011,2011,2011,14229462673,26948013563,2660,3185,3673,3718,872,67527
General cargo,65,16,2007,2006,2008,2009,393706008,547291820,618,1048,888,877,94,7194
Container,26,5,2002,2001,2000,2000,914650239,1269022169,2645,2276,2530,2523,201,15408
Miscellaneous - fishing,3,3,2013,2013,2007,2007,25870941,14385990,8507,20016,18679,17935,13,957
Ferry-pax only,140,4,2004,1998,2004,1994,9914691,5784785,86,177,396,226,39,2958
Service - tug,2,2,1980,1980,1978,1977,1185315,2087897,1200,1200,1276,1468,2,152
Service - other,6,4,1989,1996,1985,1984,16106997,7253526,1726,1855,866,978,11,821
Liquefied gas tanker,3,3,2016,2016,2015,2015,1292571336,1119801790,5679,5188,5728,5631,120,7360
Ro-Ro,6,2,2010,2006,2012,2010,1238679,1270754,340,409,425,403,10,733
