Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Martinique,377,92,1448,640,2001,2003,2007,2005,122,140,131,136,13,15,13,14,13,27,17,22,409.1,31471,32076,791298,3819581,4036069,2099,8628,10764
Saint Lucia,260,25,190,68,2009,2003,2008,2007,175,185,175,227,10,20,18,27,16,17,17,25,100.2,7607,7753,290370,783480,998261,1117,3279,4215
Dominica,108,37,90,42,1996,1994,2004,2002,69,303,108,83,13,24,37,25,10,16,19,15,43.2,3278,3341,151187,413030,521698,1400,3995,5165
Saint Barthélemy,69,9,82,57,1989,1985,1991,1991,182,185,195,200,23,40,31,32,12,16,22,24,39.2,2978,3035,207938,1546104,771598,3014,7577,10779
Antigua and Barbuda,67,37,244,60,2000,2000,2005,2005,122,135,141,138,15,18,19,21,9,11,9,11,46.6,3585,3653,96214,457781,582346,1436,6416,7693
France,67,28,5633,6982,2005,2006,2005,2005,3477,3597,3492,3495,190,240,201,201,21,23,26,26,1295.8,100244,102169,6154560,21209200,23355329,91859,323532,378884
Colombia,60,17,1842,2322,2008,2007,2009,2008,1099,1021,1097,1092,70,80,75,76,16,45,23,25,295.5,22859,23298,1787435,6396455,7141381,29791,112081,133310
Saint Kitts and Nevis,52,20,157,27,1996,1998,2003,2001,132,136,138,137,15,18,15,15,10,13,10,12,48.8,3759,3831,93715,527305,502939,1802,6938,8222
Suriname,48,9,363,491,2006,2006,2005,2005,741,759,749,748,54,58,57,57,10,25,12,12,89.0,6841,6973,477676,1799547,2089039,9952,41597,50983
Virgin Islands (U.S.),42,7,100,161,2005,2004,2005,2005,270,348,321,321,26,35,54,55,43,36,48,49,59.0,4457,4542,198861,560700,640823,4735,14862,17636
Spain,37,12,3948,4412,2009,2008,2009,2009,3589,3468,3475,3535,220,225,215,217,14,16,14,14,674.9,52275,53278,3822359,13761990,14965282,103307,373197,433456
Sint Maarten (Dutch part),34,11,79,29,1993,2000,2000,1996,185,189,186,190,19,19,18,21,12,13,11,16,22.8,1750,1783,82473,633735,412688,2426,7940,11207
Morocco,20,10,2719,1514,2009,2009,2009,2009,3235,3238,3246,3226,206,206,219,201,15,18,18,16,267.2,20696,21094,1369528,5399590,6046363,68476,252785,285083
Trinidad and Tobago,18,9,137,66,2005,2006,2000,2007,384,441,378,453,37,56,34,58,8,39,17,38,52.2,4020,4097,108730,345052,379493,6041,20785,23116
Saint Vincent and the Grenadines,18,10,96,20,1997,1994,2006,2003,260,253,275,293,24,24,32,33,8,12,10,12,25.3,1950,1988,35732,199225,269868,1985,11739,15140
Barbados,18,10,313,31,2012,2010,2013,2013,230,273,252,257,17,23,25,24,9,8,9,9,61.9,4791,4883,74485,502369,616964,4138,24488,28056
Montserrat,11,4,10,2,1978,1980,1983,1983,90,4272,1960,995,20,1003,3839,3662,10,13,5,6,14.2,1069,1090,141858,290397,367005,12896,30102,39745
Dominican Republic,10,5,239,33,2000,2002,2006,2003,540,587,603,585,50,48,42,48,8,14,8,10,45.3,3493,3561,82625,438935,506912,8263,38915,42069
"Bonaire, Sint Eustatius and Saba",9,3,8,7,1983,1989,1997,2000,155,183,185,195,17,26,27,30,13,16,22,21,3.8,287,292,19202,106797,69537,2134,5889,8006
French Guiana,9,3,74,79,2003,2006,2004,2003,1000,986,1009,1041,154,118,135,149,21,12,23,27,26.1,2002,2040,124148,185325,189122,13794,48312,63041
Puerto Rico,9,5,47,42,2005,2006,2007,2005,372,391,384,465,38,47,59,82,13,24,23,32,16.6,1257,1281,68456,205562,235987,7606,23886,27167
Bahamas,9,7,92,147,2005,2005,2005,2005,1294,1393,1386,1387,152,175,184,184,30,28,30,30,33.9,2593,2643,182820,479378,561933,20313,64357,76792
Saint Martin (French part),8,2,3,2,1975,1980,1985,1989,189,196,198,201,22,22,22,22,9,15,17,19,2.2,164,167,14844,70810,48012,1856,4324,6163
Portugal,6,6,217,292,2007,2007,2007,2007,3205,3241,3222,3228,280,349,311,289,31,45,44,39,46.9,3603,3673,255033,806900,985076,42506,163631,202901
United Kingdom of Great Britain and Northern Ireland,5,3,60,92,2003,2004,2007,2007,3710,2630,2664,2577,306,223,309,308,30,42,47,47,17.3,1332,1358,158361,452841,621556,31672,126133,159332
Grenada,4,4,20,5,2003,2003,2001,2005,257,299,351,282,24,26,34,27,12,14,9,16,5.8,444,453,10165,47594,61706,2541,12403,15355
United States of America,4,4,67,88,2006,2006,2006,2006,1678,1715,1568,1599,134,138,130,133,64,68,69,66,14.0,1071,1091,56363,184484,263905,14091,69634,91978
Costa Rica,3,3,113,145,2007,2007,2006,2006,1359,1410,1411,1410,85,87,88,88,14,21,22,22,19.7,1523,1552,121723,438533,476067,40574,146546,171066
Aruba,2,2,5,8,2008,2008,2008,2008,609,609,596,595,80,80,74,73,35,35,30,30,2.2,163,166,25125,41489,43215,12562,34015,41905
Guyana,2,2,13,19,2007,2007,2007,2007,808,808,872,862,102,102,126,124,22,22,13,14,3.4,263,268,20959,73565,89656,10480,43140,53306
Panama,2,2,25,32,2008,2008,2009,2009,1245,1245,1248,1249,143,143,136,134,28,28,32,33,5.2,397,405,25942,81983,115976,12971,60068,78306
Haiti,2,2,12,9,2002,2002,1999,2002,799,799,842,757,88,88,98,85,18,18,14,19,1.9,144,147,12669,42722,55245,6334,24990,30187
Anguilla,2,1,6,1,1992,1992,1992,1992,207,207,207,207,28,28,29,29,14,14,14,14,3.2,251,255,1815,15027,20040,908,6269,7453
Canada,2,2,11,15,2004,2004,2010,2011,1532,1532,1819,1871,1000,1000,282,202,108,108,82,79,5.2,397,405,27756,79660,109380,13878,53951,68157
Brazil,2,2,54,70,2006,2006,2006,2006,1433,1433,1433,1433,126,126,126,126,28,28,27,27,10.3,794,809,64666,250854,286241,32333,135385,165199
Jamaica,2,2,33,42,2006,2006,2005,2005,908,908,906,906,60,60,61,61,22,22,18,18,7.1,551,561,36658,135019,148872,18329,69271,82043
Belgium,1,1,21,33,2007,2007,2007,2007,4204,4204,4204,4204,353,353,353,353,39,39,39,39,5.5,423,431,56121,164624,227027,56121,224834,283490
Turks and Caicos Islands,1,1,77,6,2010,2010,2010,2010,672,672,672,672,37,37,37,37,10,10,10,10,15.6,1210,1233,-3527,69417,102135,-3527,61295,88384
Mexico,1,1,41,53,2004,2004,2004,2004,2251,2251,2251,2251,346,346,346,346,59,59,59,59,8.5,655,667,20123,73476,108488,20123,120402,164421
Curaçao,1,1,14,15,2015,2015,2015,2015,512,512,512,512,36,36,36,36,14,14,14,14,2.0,154,157,12999,46832,50841,12999,46950,54806
Venezuela (Bolivarian Republic of),1,1,5,6,2010,2010,2010,2010,502,502,502,502,38,38,38,38,295,295,295,295,2.9,220,224,2451,8949,13214,2451,14665,20026
Virgin Islands (British),1,1,1,2,1998,1998,1998,1998,259,259,259,259,25,25,25,25,23,23,23,23,0.6,49,50,2860,3064,2886,2860,9742,12950
China,1,1,143,162,2012,2012,2012,2012,11164,11164,11164,11164,825,825,825,825,217,217,217,217,23.8,1832,1867,61110,223132,329457,61110,365637,499313
