Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,140,62,1627,1616,1993,1995,1993,1996,1693,1694,1724,1569,140,175,240,216,14,34,29,34,344.1,26388,26895,2392895,7126945,10107977,17092,65963,89007
Bulk carrier,138,130,11795,20788,2009,2009,2009,2009,2492,2634,2820,2864,264,266,398,404,10,16,13,13,968.4,74895,76333,6691854,15469895,19519323,48492,177917,214361
Container,110,22,1509,1864,2003,2002,2004,2003,936,1339,1168,1177,66,106,143,148,28,26,33,33,385.4,29623,30192,2510464,7940530,9020073,22822,75967,89745
Miscellaneous - fishing,76,59,420,329,1995,1995,1994,1994,4583,7057,6819,7347,678,996,1520,1498,34,169,286,335,355.8,26743,27256,2316169,5137709,5841055,30476,71724,85024
Cruise,39,33,1423,168,1994,1994,1999,1997,947,1486,1116,1147,68,121,102,111,10,19,17,17,306.2,23605,24058,693738,3698968,4994730,17788,83973,103924
Chemical tanker,32,29,1131,1821,2007,2008,2008,2008,1616,1768,1697,1701,158,226,217,214,16,23,20,20,200.2,15405,15701,611580,3102703,3611910,19112,112562,137012
Liquefied gas tanker,21,8,877,897,2012,2010,2010,2010,800,1608,2095,1969,144,191,334,322,17,27,43,40,94.1,6884,7017,492232,1803257,1822603,23440,142347,195673
Refrigerated bulk,20,15,562,644,1994,1995,2000,2000,5188,5052,5726,5680,709,610,931,930,56,106,97,99,325.7,24723,25197,1911273,4176224,4704123,95564,203645,219875
Oil tanker,19,19,4321,8138,2008,2008,2009,2009,2649,2941,3169,3176,256,676,863,850,15,15,13,13,488.9,37809,38535,3147074,6007139,6783888,165635,437197,529865
Service - other,16,16,173,71,2002,2002,2001,2000,1507,2121,2513,1927,148,295,685,513,68,127,119,160,64.8,4847,4940,494906,1015438,1094196,30932,68828,77717
Service - tug,12,10,31,27,2003,2006,2002,2002,2160,2477,2083,2080,336,524,528,536,25,78,85,89,32.4,2443,2490,687724,1626260,2177474,57310,147986,199806
Ferry-pax only,3,2,7,1,1943,1955,1984,1967,2336,2355,2752,2398,295,295,297,296,42,164,50,144,5.3,400,408,33641,78883,100703,11214,28134,37151
Ferry-RoPax,2,1,83,6,2003,2003,2003,2003,2576,2576,2576,2576,196,196,234,234,4,4,4,4,13.4,1030,1050,37892,93705,114977,18946,40443,36835
Vehicle,1,1,31,10,2006,2006,2006,2006,506,506,506,506,104,104,104,104,20,20,20,20,1.5,114,117,10066,44378,51395,10066,38259,41175
