Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,144,64,2073,2140,1994,1995,1994,1998,1831,2124,2134,2012,186,318,356,319,46,67,78,80,413.5,31696,32304,2903269,8708662,12374088,20162,79093,106866
Bulk carrier,140,132,12716,22400,2009,2009,2010,2010,2552,2766,2997,3043,262,280,385,392,83,129,110,107,1120.0,86479,88139,7275091,16750435,21178044,51965,190223,229111
Container,110,22,1411,1708,2003,2002,2004,2004,883,988,1091,1079,94,103,110,110,20,67,58,60,370.4,28388,28933,2452061,7516649,8531940,22291,71593,84085
Miscellaneous - fishing,83,63,577,482,1996,1996,1996,1994,7949,12257,9546,10596,1079,1792,2473,2399,113,726,853,859,637.8,47889,48809,3388309,7515922,8544842,40823,96075,113891
Cruise,39,33,1597,193,1994,1994,1997,1996,1318,1523,1253,1321,93,121,107,113,11,53,22,28,398.7,30709,31299,844477,4254709,5506925,21653,96379,114437
Chemical tanker,38,35,1538,2505,2007,2007,2009,2009,1940,2061,1967,1985,158,209,252,252,64,125,111,111,278.8,21479,21892,828891,4274199,4990859,21813,130908,160080
Liquefied gas tanker,22,9,1121,1198,2012,2010,2010,2010,1503,2226,2539,2485,128,214,295,291,40,54,99,103,122.2,9126,9301,756283,2492768,2617822,34376,198912,268050
Oil tanker,19,19,5850,10982,2008,2008,2011,2011,2535,3612,4290,4286,325,435,692,692,44,57,47,46,461.9,35633,36318,3973418,7357695,8303957,209127,551395,673240
Refrigerated bulk,19,15,470,539,1994,1995,2000,2000,3397,4511,4982,4939,384,402,674,672,45,90,49,52,226.9,17251,17582,1600286,3496703,3938707,84226,179484,193789
Service - other,16,15,147,71,2001,2002,1999,1999,2087,2384,2425,2263,216,371,504,559,72,254,673,807,70.4,5253,5354,498862,1023556,1102944,31179,69378,78338
Service - tug,13,12,24,19,2001,2001,2002,2002,2023,2204,1649,1544,364,395,385,373,91,271,279,310,32.1,2412,2458,490352,1159534,1552554,37719,97398,131504
Ferry-RoPax,2,1,85,6,2003,2003,2003,2003,2622,2622,2622,2622,200,200,237,237,8,8,8,8,13.9,1065,1085,38569,95377,117028,19284,41164,37492
Ferry-pax only,2,2,9,1,1955,1955,1985,1969,3815,3815,3721,3769,576,576,379,485,40,40,32,36,5.9,440,449,39458,93323,119227,19729,49737,65684
Vehicle,1,1,126,40,2006,2006,2006,2006,2060,2060,2060,2060,211,211,211,211,7,7,7,7,3.9,303,309,40936,180483,209018,40936,155597,167457
Ro-Ro,1,1,28,18,1979,1979,1979,1979,7153,7153,7153,7153,7509,7509,7509,7509,820,820,820,820,73.3,5506,5612,66433,512173,241690,66433,162124,231115
