Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Spain,171,106,2720,2595,1997,1995,2001,2002,1165,3192,1224,1380,104,432,213,241,24,65,38,45,717.1,54918,55972,3697284,11361595,13550467,21622,71824,87023
Senegal,84,59,654,861,2003,2002,2003,2005,490,1542,590,561,46,196,376,247,14,81,79,61,168.3,12784,13029,1372929,3333400,3974888,16344,46402,56182
Brazil,50,42,2691,3662,1999,2002,2005,2009,2551,2393,2251,2278,228,267,274,274,10,14,14,12,315.8,24392,24861,1934602,5550243,7227506,38692,149664,185015
Portugal,42,28,675,608,2003,2003,2003,2005,1666,1666,1454,1659,136,174,125,144,26,34,29,31,163.0,12548,12789,772430,2556920,3239909,18391,71143,88777
Argentina,29,29,3477,6069,2009,2009,2010,2010,3839,3868,3869,3871,329,332,331,331,10,12,11,11,311.9,24154,24617,2159778,4876656,5968048,74475,265416,315106
Morocco,21,15,312,462,1998,1998,2007,2007,1384,1279,1495,1508,112,151,221,241,28,23,17,16,63.1,4857,4951,474548,1286609,1582839,22598,71989,87939
Mauritania,20,17,193,297,2006,2005,2008,2008,547,616,572,570,52,126,135,137,18,24,23,23,37.8,2909,2965,157129,515497,648724,7856,33990,42038
United States of America,19,10,1130,2010,1994,2004,2006,2007,3081,3645,3366,3348,354,442,320,316,13,44,11,11,106.4,8166,8323,1023105,2394005,3115202,53848,167035,215462
Guinea-Bissau,18,5,52,57,1999,2002,2000,1998,665,1382,665,653,50,174,71,68,47,42,46,52,26.9,2047,2086,127664,342156,398952,7092,19729,22647
South Africa,15,13,1389,1916,2001,2002,2009,2010,6564,6928,4592,4477,720,839,531,488,21,37,41,33,258.1,19346,19718,1581806,3942616,4286574,105454,283386,337930
Uruguay,15,15,815,1167,1995,1995,2004,2007,3677,5395,3729,3707,314,643,347,326,10,23,14,13,119.7,9153,9328,484824,1444100,2044752,32322,131887,174149
Côte d'Ivoire,14,11,292,299,1996,1997,2005,2007,1932,4745,2562,2346,530,625,613,539,64,242,184,161,119.3,9010,9183,753177,1777252,2022704,53798,155542,189906
Guinea,11,8,132,210,2007,2006,2006,2006,835,798,837,842,78,80,84,84,10,19,21,20,13.6,1042,1062,152762,439346,561735,13887,49503,63655
Canada,10,10,1467,2700,2010,2010,2009,2009,3094,3060,3023,3020,280,312,313,314,12,14,16,16,111.0,8533,8696,900976,1919208,2263744,90098,286562,346466
Nigeria,9,9,749,1316,2006,2006,2009,2010,2289,2298,2305,2306,207,775,778,749,15,20,15,14,238.4,18459,18814,589936,1381031,1634991,65548,209371,251307
Gambia,8,5,37,53,2002,2004,2005,2005,433,518,520,523,34,60,56,55,8,11,10,10,7.6,583,595,40521,107187,130162,5065,18741,23190
France,8,8,302,435,1997,1997,2003,2003,2442,3077,3030,2670,252,356,442,277,58,208,63,41,40.9,3102,3161,334020,692468,806369,41753,107900,130333
Gabon,7,7,526,885,2010,2010,2010,2010,2410,2477,2462,2447,235,265,262,256,6,7,7,7,45.7,3536,3604,417991,879004,1068047,59713,209003,249718
Algeria,6,6,245,349,2004,2004,2004,2003,1842,1923,1945,1927,158,171,185,180,18,16,10,8,32.1,2379,2425,192589,482152,599753,32098,120555,152971
Belgium,6,5,397,625,2005,2005,2005,2005,2614,2674,2683,2682,216,222,225,225,32,30,29,29,65.3,5032,5129,215568,982160,1125166,35928,197293,238853
Sierra Leone,6,6,97,157,2011,2011,2011,2012,960,916,957,962,95,111,120,120,11,12,10,10,14.5,1120,1142,48972,162901,193925,8162,40806,50766
Gibraltar,4,4,57,89,2002,2002,2007,2006,1577,1622,1595,1601,134,172,142,141,18,26,15,11,12.7,968,987,52442,209997,261609,13110,60370,78044
Ghana,3,3,109,160,2005,2005,2004,2004,2147,2161,1915,1861,230,384,239,226,21,52,22,19,12.2,944,962,305342,728750,938338,101781,312814,411218
