Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,218,15,100,103,1989,1997,1994,1996,255,279,303,268,46,48,270,175,47,107,145,114,48.4,3645,3715,247171,716815,1028318,1134,3861,5479
Chemical tanker,152,4,90,123,2009,2007,2008,2008,280,263,359,356,43,60,156,159,36,47,187,196,204.3,15351,15646,412597,1044267,1286377,2714,8044,9862
Container,111,19,246,303,2003,2002,2004,2004,174,207,187,187,15,24,22,22,32,35,38,38,92.4,7031,7166,410493,1294229,1470069,3698,12265,14481
Ferry-RoPax,56,3,40,6,2008,1998,1998,1994,361,879,889,971,71,152,383,422,22,181,308,327,73.7,5532,5639,192813,417140,554610,3443,7687,10954
Oil tanker,43,1,42,62,2012,2012,2012,2012,276,276,404,404,47,47,133,133,60,60,107,107,58.0,4357,4441,279729,49939,76664,6505,16890,21503
Cruise,16,12,94,10,1998,1997,2003,2000,171,178,172,172,15,20,15,16,10,21,16,17,29.9,2302,2346,37841,217287,281758,2365,11767,13857
Miscellaneous - fishing,9,5,19,11,1997,1996,1999,1997,1851,4679,4430,3703,108,687,1964,1715,102,462,79,110,33.7,2527,2576,74086,164338,186836,8232,19373,22966
Bulk carrier,6,6,26,41,2008,2008,2009,2009,180,209,213,211,16,31,36,34,56,55,71,71,3.6,278,283,17262,44230,65865,2877,12382,15719
Service - tug,4,2,1,0,2004,2008,2001,2000,374,282,345,349,471,350,1018,1029,176,176,638,643,4.6,342,348,8277,19572,26205,2069,5343,7214
Liquefied gas tanker,2,1,3,4,2012,2012,2012,2012,209,209,209,209,33,33,35,35,6,6,6,6,1.0,78,80,2839,8226,9084,1420,7773,10221
Ro-Ro,1,1,1,1,1979,1979,1979,1979,210,210,210,210,59,59,59,59,69,69,69,69,1.1,86,87,1947,15014,7085,1947,4753,6775
Service - other,1,1,0,0,2011,2011,2011,2011,338,338,338,338,14,14,14,14,12,12,12,12,0.3,19,19,554,1137,1226,554,1233,1393
