int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Hudaidah,231,130,2001,2002,2003,2004,5385107214,8714141019,1684,1588,1590,1593,1020,78193
Aden,451,185,1999,1999,2002,2002,8356298544,12434265617,730,1378,1133,1144,1136,87365
Saleef,45,42,2003,2003,2006,2006,1668434686,2879226687,1311,1483,1533,1527,173,13325
Perim Island,24,23,2005,2005,2004,2004,1702750820,2752661452,1514,2334,1772,1762,193,14822
Little Aden,70,54,1997,1997,1999,2001,1192629284,1708838293,857,1412,1138,1084,299,22876
Al Mukalla,186,96,1996,1996,2002,2002,4978933329,8560169139,1269,1600,2581,2809,833,63499
Al Mukha,6,6,2008,2008,2011,2011,851620610,1631968769,1551,1597,2435,2452,69,5296
Suqutra,19,6,2007,1997,2006,2004,48013331,63394935,1175,1178,1211,1243,87,6566
Mokha,12,12,2001,2001,2008,2009,695752883,1218582654,1559,1698,2031,2085,68,5214
Ras Isa Marine Terminal,8,8,2005,2005,2006,2005,481487713,851829318,1234,1651,1606,1599,61,4680
Balhaf,9,9,1997,1997,2008,2009,825737283,1452302715,1598,2260,2956,2984,66,5085
