int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Hudaidah,234,134,2001,2002,2007,2007,3837523162,6393399481,515,951,1119,1162,1083,82877
Aden,464,189,1999,1999,2003,2003,11449515581,18015915938,828,2029,1520,1624,2245,172165
Saleef,44,41,2003,2003,2004,2004,1233910173,2114945838,494,1058,1139,1128,171,13170
Little Aden,73,58,1996,1996,2001,2003,2184223287,3470180710,1406,1833,1786,1828,412,31669
Perim Island,23,22,2004,2004,2004,2003,1780981754,3114204007,1059,3086,1970,2046,262,19973
Al Mukalla,167,86,1996,1996,2001,2002,3470746103,5965329077,1241,1355,1985,2119,751,57038
Al Mukha,6,6,2008,2008,2011,2011,628852869,1167052306,2655,6362,1798,1753,42,3230
Suqutra,20,6,2006,1997,2006,2005,48764142,63685238,1117,1081,1198,1219,64,4804
Ras Isa Marine Terminal,8,8,2006,2006,2010,2010,394412699,738206076,537,844,1307,1358,24,1886
Mokha,12,12,2001,2001,2010,2010,284592950,427861166,652,2952,1489,1499,95,7204
Balhaf,10,10,1995,1995,1996,2001,1463153592,1632939573,2174,6278,5041,3428,146,11308
