port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Aden - Aden,2,1,1985,1985,1985,1985,34358989,54626997,2876,2876,2876,2876,10,793
Al Mukalla - Al Mukalla,2,1,1985,1985,1985,1985,977265,1633619,117,117,117,117,10,735
Saleef - Hudaidah,1,1,2009,2009,2009,2009,3428528,5359900,153,153,153,153,2,152
Suqutra - Balhaf,1,1,1997,1997,1997,1997,3027796,3491890,2796,2796,2796,2796,4,284
Balhaf - Al Mukalla,5,4,1991,1989,1983,1985,25940772,21272166,161,539,418,328,9,667
Aden - Perim Island,3,3,1990,1990,1990,1990,4069103,6441225,123,137,138,139,2,172
Aden - Saleef,1,1,1992,1992,1992,1992,2696886,4126546,608,608,608,608,3,212
Aden - Hudaidah,7,7,1995,1995,1998,1998,35931299,52458344,463,490,419,416,22,1652
Hudaidah - Perim Island,3,3,2003,2003,2011,2008,56319378,37922026,463,538,686,465,10,732
Aden - Al Mukalla,34,12,2004,1999,2001,2001,157992961,222494670,357,450,574,573,132,9986
Hudaidah - Little Aden,4,3,1992,1990,1991,1991,8306924,12130766,332,341,352,350,3,244
Ras Isa Marine Terminal - Mokha,1,1,2010,2010,2010,2010,64415071,124877800,398,398,398,398,2,136
Perim Island - Saleef,1,1,2017,2017,2017,2017,2034514,3253985,86,86,86,86,0,20
Aden - Little Aden,3,3,1996,1996,2006,2001,4957964,4092161,116,2632,332,209,13,953
Little Aden - Al Mukalla,5,3,1987,1984,1983,1983,12449651,18655274,315,611,515,540,5,414
Al Mukalla - Hudaidah,1,1,2016,2016,2016,2016,28958497,43713070,1765,1765,1765,1765,8,622
Little Aden - Ras Isa Marine Terminal,1,1,2002,2002,2002,2002,342602586,648814220,2141,2141,2141,2141,22,1695
Mokha - Hudaidah,1,1,2009,2009,2009,2009,3958492,5612961,375,375,375,375,5,363
Aden - Balhaf,9,2,2013,2002,1996,1992,7399104,10464761,335,333,362,346,10,752
Little Aden - Perim Island,2,1,1990,1990,1990,1990,2324386,3570449,399,399,399,399,6,479
