Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Honduras,163,30,2837,303,2007,2006,2008,2009,160,372,187,186,15,25,17,33,8,34,8,12,530.2,41049,41837,409129,3640662,4635924,2510,20482,25265
Mexico,159,38,4870,1446,2008,2007,2008,2013,293,533,364,560,16,183,52,92,9,51,22,68,969.6,75066,76508,2246234,9468559,10510258,14127,55905,60426
United States of America,128,39,4241,1026,2005,2005,2011,2007,826,1106,937,1022,67,104,69,94,10,86,12,28,737.3,56724,57813,1377937,7379934,9697370,10765,57745,73617
Guatemala,94,18,189,103,1996,2005,2008,2006,150,200,173,200,14,21,21,24,36,24,21,34,74.6,5706,5816,314940,903649,1054645,3350,9618,11078
Cayman Islands,24,9,513,70,2007,2008,2011,2009,442,564,608,529,36,41,44,40,10,9,10,10,87.8,6779,6909,134987,797075,1047256,5624,31952,41406
Cuba,18,8,564,256,2001,2001,2001,2001,641,634,641,634,38,40,39,40,13,17,11,17,127.0,9836,10025,418652,1480915,1506613,23258,77333,79507
Jamaica,18,10,552,124,2004,2006,2004,2005,698,788,806,803,54,58,54,63,30,41,14,38,119.8,9265,9443,324144,1151665,1256220,18008,60788,64726
Germany,7,5,1044,1351,2002,2001,2002,2002,5558,5620,5582,5583,359,369,368,368,24,26,25,25,149.4,11533,11755,1133975,4085385,4435054,161996,585095,682995
Costa Rica,5,3,362,38,2007,2006,2009,2009,794,760,775,772,43,54,43,45,6,22,6,9,75.2,5824,5936,95696,585427,684661,19139,104945,118083
Haiti,5,2,56,64,2006,2007,2006,2006,1351,1315,1506,1470,142,142,139,139,45,45,39,39,18.4,1410,1437,136655,335413,377900,27331,70894,80805
Colombia,4,4,180,67,2011,2011,2011,2009,1044,1126,1053,1090,84,106,74,100,124,201,59,230,37.8,2920,2976,29583,254446,372904,7396,72922,98582
Dominican Republic,4,4,32,51,2004,2004,2004,2004,1156,1163,1182,1183,110,128,131,131,52,65,79,81,7.6,583,594,55052,157567,213742,13763,50593,64632
United Kingdom of Great Britain and Northern Ireland,3,2,434,564,2001,2001,2001,2001,5663,5307,5434,5434,338,347,350,350,40,35,33,33,61.8,4778,4870,473805,1706983,1853084,157935,570426,665871
Panama,2,2,16,23,2010,2010,2004,2002,855,855,896,913,80,80,77,76,42,42,43,43,5.8,445,454,6068,41492,57987,3034,23687,32692
Canada,1,1,13,17,2011,2011,2011,2011,2265,2265,2265,2265,219,219,219,219,50,50,50,50,2.4,184,188,30006,88019,121383,30006,120211,151572
Venezuela (Bolivarian Republic of),1,1,10,14,2004,2004,2004,2004,1333,1333,1333,1333,102,102,102,102,71,71,71,71,2.4,182,186,5193,18962,27997,5193,31072,42431
Curaçao,1,1,6,9,2004,2004,2004,2004,1211,1211,1211,1211,119,119,119,119,335,335,335,335,5.3,403,411,13926,43129,55010,13926,47892,61803
Barbados,1,1,9,14,2006,2006,2006,2006,1711,1711,1711,1711,243,243,243,243,45,45,45,45,4.7,359,366,22632,70091,89398,22632,77831,100438
Argentina,1,1,37,71,2009,2009,2009,2009,865,865,865,865,83,83,83,83,20,20,20,20,2.2,174,178,14483,42512,48565,14483,66181,80882
Aruba,1,1,8,13,2008,2008,2008,2008,1191,1191,1191,1191,101,101,101,101,42,42,42,42,4.0,305,311,20258,38605,42654,20258,54806,67249
Turks and Caicos Islands,1,1,321,33,2011,2011,2011,2011,2511,2511,2511,2511,138,138,138,138,4,4,4,4,68.0,5246,5347,-18086,355921,523678,-18086,314275,453169
Trinidad and Tobago,1,1,4,6,1995,1995,1995,1995,1663,1663,1663,1663,176,176,176,176,19,19,19,19,1.3,98,100,18728,53727,77210,18728,61045,87798
