Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,338,48,12804,1170,2007,2006,2008,2008,236,402,370,369,16,28,43,45,8,8,8,8,2450.5,189626,193266,2456034,17920198,21422321,7266,46875,53551
Container,136,24,2742,3447,2006,2008,2006,2006,609,1235,1183,1225,46,92,231,236,28,37,34,34,407.7,31455,32059,3209161,10305635,11324222,23597,77484,89876
General cargo,89,26,320,407,2007,2007,2007,2007,754,1184,799,840,62,111,109,114,10,38,27,28,84.9,6436,6559,823649,2403946,3405827,9254,33587,45703
Service - tug,33,3,5,5,1969,1975,1970,1971,372,1108,827,904,9,57,70,72,134,886,549,773,20.2,1515,1544,136937,323815,433571,4150,10715,14467
Chemical tanker,32,9,266,409,2007,2007,2007,2007,1050,962,971,968,91,112,110,111,44,74,50,50,84.0,6398,6521,476002,1381292,1645452,14875,47714,56466
Bulk carrier,5,5,101,175,2005,2005,2006,2006,1052,1081,1024,1013,93,94,94,93,238,415,390,366,13.5,1034,1054,57061,160711,232270,11412,53355,68173
Oil tanker,4,2,17,27,2008,2007,2008,2008,601,598,644,654,98,98,113,113,36,22,41,41,10.6,807,823,43197,80229,88206,10799,29656,36607
Service - other,2,2,9,6,1990,1990,1985,1984,2406,2406,1845,1753,3106,3106,4008,4391,28,28,34,37,14.5,1090,1111,42033,86242,92931,21016,46765,52804
Ferry-RoPax,2,1,4,0,2007,2007,2007,2007,176,176,176,176,16,16,17,17,10,10,9,9,1.4,108,110,2154,5328,6537,1077,2299,2094
Ro-Ro,1,1,29,17,2002,2002,2002,2002,1247,1247,1247,1247,119,119,119,119,36,36,36,36,5.2,402,410,17769,32743,38176,17769,41764,44333
