Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,19,5,38,49,2011,2009,2009,2010,146,315,303,320,18,63,853,905,15,83,221,232,19.0,1428,1456,101071,295442,425172,5320,18407,26233
Ro-Ro,15,2,6,4,1983,1994,1980,1981,113,135,118,119,22,32,49,49,32,737,126,182,28.2,2117,2158,15309,118027,55696,1021,2491,3551
Service - other,13,2,3,1,1989,1986,1993,1989,202,279,365,278,52,52,414,333,14,21,290,227,8.7,652,665,6120,12556,13530,471,1047,1183
Bulk carrier,8,2,19,30,2015,2015,2015,2015,593,719,841,841,48,74,1836,1836,62,105,2158,2158,40.0,3004,3062,63970,145098,174797,7996,24111,30095
Oil tanker,5,3,126,221,2005,2003,2005,2005,468,575,898,901,127,103,164,164,32,64,156,156,16.6,1287,1312,179794,312014,402215,35959,88545,109405
Container,4,4,25,28,2006,2006,2003,2004,108,211,198,190,18,17,21,21,32,34,54,53,5.1,395,402,23434,79683,87007,5859,20298,23654
Chemical tanker,3,2,65,108,2012,2010,2014,2015,832,615,724,737,244,160,252,255,62,58,51,51,8.7,675,688,20760,152031,175289,6920,59757,73459
Vehicle,1,1,20,6,2004,2004,2004,2004,332,332,332,332,27,27,27,27,8,8,8,8,1.0,74,75,6413,28273,32743,6413,24374,26232
Liquefied gas tanker,1,1,3,3,2002,2002,2002,2002,449,449,449,449,208,208,208,208,13,13,13,13,1.2,89,91,2422,7018,7750,2422,13262,17440
Service - tug,1,1,0,0,1981,1981,1981,1981,186,186,186,186,31,31,31,31,171,171,171,171,0.2,18,18,285,674,903,285,736,994
