Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
"Tanzania, United Republic of",278,156,2471,2251,2004,2005,2005,2004,208,370,277,306,36,77,130,164,34,62,48,59,564.8,43417,44250,1901394,6369899,7233995,6840,24546,28728
United Arab Emirates,185,130,19085,26957,2007,2008,2009,2009,2685,2911,2882,2903,217,259,263,279,52,113,79,89,2227.3,172464,175776,16151856,44031854,50809192,87307,284363,340586
Singapore,126,93,19470,19765,2010,2010,2010,2010,4095,4136,4132,4141,300,316,302,324,47,69,57,70,2102.8,162791,165916,13428535,40286442,46814092,106576,357209,414023
Sri Lanka,117,60,12663,12589,2005,2007,2005,2004,2572,2639,2616,2604,182,188,186,194,58,57,60,66,1467.8,113685,115867,9815416,30463820,34398100,83892,274622,317295
Mozambique,76,36,2184,2696,2002,2004,2000,1999,1203,1191,1316,1265,102,141,149,152,61,111,80,91,352.8,27218,27740,2137693,6954675,7794642,28128,101436,119900
Oman,72,31,5792,7975,2009,2007,2009,2009,1933,2812,2254,2333,181,298,275,297,74,114,99,106,759.4,58814,59943,4910112,14185202,16161690,68196,227714,268868
Saudi Arabia,67,48,8185,13469,2007,2009,2010,2011,3082,3380,3421,3467,285,337,366,373,76,102,102,106,924.6,71462,72834,7676445,19138032,22212395,114574,348007,429033
South Africa,57,50,2986,4728,2007,2007,2009,2009,1885,2151,2105,2110,188,223,220,224,66,92,88,90,350.5,27101,27621,2271994,5946589,7464932,39860,148199,179919
Malaysia,56,30,7217,9375,2007,2009,2008,2007,4031,3965,4055,4070,322,324,339,352,55,83,70,77,971.1,75185,76629,4944300,16747751,19447234,88291,346927,414735
India,47,41,4795,5296,2005,2006,2007,2007,2770,2869,2921,2867,212,229,220,243,32,100,87,127,478.6,37042,37753,3453440,10308478,12019429,73477,245731,291206
