Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
"Tanzania, United Republic of",494,235,3679,3659,2005,2007,2006,2006,201,269,238,240,18,35,70,77,69,98,82,102,928.0,71416,72788,2924058,9385352,10644166,5919,20269,23637
South Africa,151,148,8867,14741,2009,2009,2010,2010,1824,1960,1957,1949,169,240,251,252,66,80,81,82,743.2,57503,58608,5824162,13507604,17100691,38571,140231,168077
United Arab Emirates,100,91,11534,19226,2009,2009,2010,2010,2662,2940,2948,2972,307,369,425,435,42,66,77,80,1266.5,98094,99977,10952495,26221433,30906038,109525,329766,406667
Mozambique,87,72,2282,3681,2009,2009,2010,2010,1194,1142,1176,1182,101,137,166,164,80,126,122,124,317.2,24388,24857,1648300,4532412,5709097,18946,77026,95505
India,72,35,8390,7943,2009,2007,2009,2009,2594,2842,2711,2647,204,251,229,248,14,34,25,32,862.1,66778,68060,6111062,18094948,20683931,84876,266292,307327
Somalia,66,24,680,854,1993,1995,1996,1996,532,718,648,653,55,95,93,91,48,204,63,58,168.7,12979,13228,794246,3061982,3129393,12034,43256,51559
Sri Lanka,60,21,6777,7686,2001,2000,2000,2000,2538,2463,2545,2538,180,214,194,194,9,18,12,13,779.0,60339,61497,6090195,16906545,18977339,101503,306633,354990
Oman,60,21,3328,4278,2006,2006,2007,2007,1835,2006,1948,1960,144,182,166,169,16,23,26,26,523.8,40573,41352,3483650,11274061,12433186,58061,196300,229421
Singapore,47,42,8333,5961,2007,2007,2007,2008,4154,4234,4218,4290,308,333,312,367,11,17,17,16,682.1,52806,53820,4071222,13961245,16467544,86622,314613,358792
Saudi Arabia,41,27,5404,6801,2006,2005,2008,2008,2849,2920,2964,3051,196,267,276,307,25,24,25,26,605.3,46869,47769,5049962,12183308,13938535,123170,352910,409431
Madagascar,17,16,974,429,2009,2009,2009,2009,1225,1265,1245,1300,76,97,84,96,14,26,18,21,70.7,5470,5575,384050,1535773,1814260,22591,85511,94916
Djibouti,16,14,1372,2036,2003,2003,2006,2006,2324,2502,2455,2491,178,237,222,226,10,21,17,18,159.3,12320,12557,1370640,3632874,4110553,85665,255073,305882
