Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Santos,2792,889,58178,70367,2009,2009,2009,2009,239,624,410,445,23,98,86,100,33,104,62,73,8082.2,624596,636588,43559728,129663828,149154569,15602,54612,65044
Rio De Janeiro,1332,509,28468,35101,2007,2008,2009,2009,296,723,477,541,44,171,260,308,22,82,79,88,5347.5,412375,420293,35300086,88945170,105483826,26502,77698,94828
Paranagua,1238,523,16586,21100,2011,2010,2011,2011,184,513,239,262,32,156,131,162,18,73,52,63,2526.2,195166,198913,10538906,31985195,37718316,8513,32470,38736
Navegantes,749,192,14917,17155,2010,2009,2011,2011,401,458,319,319,34,147,62,61,17,70,21,21,1586.1,122590,124944,11607073,32198415,37126119,15497,49664,58566
Salvador,679,220,24336,26153,2009,2008,2010,2010,776,798,730,755,58,149,81,96,11,52,20,23,3198.2,247382,252131,17795387,51194144,58636685,26208,85375,99860
Rio Grande,652,375,10968,15784,2010,2009,2010,2010,543,711,650,666,46,97,107,116,46,79,73,81,1558.3,120136,122442,8663253,23939683,29240311,13287,49057,59893
Porto De Suape,581,166,12505,19889,2006,2008,2008,2008,506,816,918,923,94,111,200,199,36,68,90,85,3067.2,236794,241341,10499085,32320940,37051435,18071,70863,86983
Tubarao,556,259,7956,13360,2008,2010,2009,2009,537,727,734,752,59,111,138,141,61,148,170,179,1140.4,87903,89591,5819468,14853580,18885826,10467,38308,47583
Itapoa,519,129,11183,16596,2011,2010,2011,2011,201,471,311,370,18,99,334,414,22,39,35,36,1241.7,96166,98012,8628772,20202684,22849942,16626,46973,56337
Vitoria,502,147,7951,9686,2007,2008,2007,2008,418,964,998,1001,58,135,162,147,36,85,51,52,1442.5,111266,113403,8300254,22524658,26369111,16534,51551,61503
Sao Luis,471,130,5311,8564,2010,2008,2007,2007,224,939,1113,1137,97,180,271,278,38,50,51,51,1104.6,85224,86861,3764164,13191036,15797811,7992,36746,45379
Aratu,464,188,5767,7560,2006,2009,2008,2008,803,790,767,816,96,167,235,299,39,74,52,56,1341.6,102843,104818,5135449,16310934,19318600,11068,41819,50253
Manaus,459,140,12551,16884,2010,2008,2009,2009,748,1021,1110,1174,75,89,115,122,59,121,94,102,2196.4,169779,173039,10482260,34731441,39247204,22837,86364,102691
Suape,458,117,14241,16335,2010,2008,2009,2010,794,850,822,825,66,190,99,107,16,66,25,30,1903.2,147266,150094,12747412,40283143,44894997,27833,92594,107870
Sao Sebastiao,430,139,18847,32681,2008,2007,2010,2010,666,706,864,875,100,116,205,207,48,100,96,96,2962.3,229327,233730,15168065,34261305,38862718,35275,100579,123547
Pecem,416,127,14323,18579,2011,2010,2012,2012,505,862,784,781,50,92,78,82,22,118,63,79,1666.4,128587,131056,11023608,30220349,34573369,26499,85409,100630
Porto De Mucuripe,391,157,5420,7712,2004,2007,2007,2007,479,791,707,709,58,115,98,96,58,71,64,66,1254.1,96512,98365,4889939,16222329,18736708,12506,49535,59648
Itaguai,379,116,8389,10412,2013,2011,2013,2013,223,535,412,408,31,206,81,81,16,80,24,27,942.0,72833,74231,6856266,18479041,21130748,18090,56703,66463
Portocel,352,100,3406,4932,2007,2006,2007,2007,546,624,666,665,50,94,114,116,50,74,92,93,650.4,49639,50592,2396421,7598328,10957576,6808,34363,46223
Niteroi,349,220,6323,9981,2008,2008,2011,2011,516,949,639,614,134,319,459,370,36,199,147,98,1396.3,106680,108729,18410114,42967560,55444025,52751,139978,183667
Madre De Deus,343,99,13796,22693,2007,2007,2008,2008,834,836,1095,1103,121,132,211,213,40,51,87,88,2629.0,202740,206633,11241315,30867343,34996015,32774,109562,134555
Alumar,335,66,8095,14900,2008,2010,2008,2007,792,793,996,999,150,240,186,184,34,42,40,40,888.1,68677,69996,3557007,10759245,12572204,10618,47730,58384
Vila Do Conde,299,144,9029,13484,2009,2010,2009,2009,862,1067,1029,1025,111,168,163,170,54,116,89,95,1359.1,105085,107103,6951828,20107383,23788468,23250,84397,102038
Sao Francisco Do Sul,268,138,3903,6364,2006,2009,2004,2003,647,733,789,798,108,198,373,393,52,79,88,90,618.8,47549,48462,2837708,8016014,11336098,10588,46443,60601
Porto Trombetas,263,123,6249,11449,2010,2011,2010,2010,451,497,584,585,46,71,75,75,40,43,40,40,444.6,34436,35098,2505559,7049704,8115435,9527,41862,50931
Ponta Da Madeira,241,53,2068,3690,2008,2011,2011,2011,74,639,674,690,46,92,121,122,43,107,161,164,248.3,19157,19524,1036592,2787466,3262586,4301,16379,19854
Belem,227,92,3174,4763,2010,2008,2009,2009,1120,813,803,778,85,103,97,94,43,54,57,57,832.1,64127,65358,2407730,8972544,10536508,10607,51799,64623
Porto Alegre,195,82,714,1057,2012,2010,2010,2010,190,272,255,255,25,46,52,52,59,85,84,88,160.1,12187,12421,517605,1328137,1736869,2654,11597,14800
