Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,5716,3684,2466080,4664934,2010,2010,2009,2009,5576,6286,7811,7932,610,626,901,906,23,70,75,75,144952.6,11223008,11438490,912199997,2332468988,2681313928,159587,563131,684439
Container,1564,246,313293,355907,2010,2010,2012,2012,2992,3162,2926,2925,174,208,318,320,19,24,22,23,31829.1,2464711,2512033,203902532,571011973,652148716,130372,430498,502262
General cargo,920,441,111641,160445,2004,2006,2005,2006,4563,4729,5365,5430,384,433,626,632,30,57,46,45,12619.9,972405,991075,68148042,241965220,355010307,74074,421161,572601
Chemical tanker,916,536,74786,123364,2010,2010,2010,2010,3558,3703,3733,3739,302,344,464,465,34,52,62,62,11080.0,855880,872313,32583752,191882147,222311483,35572,244550,298790
Oil tanker,526,335,250305,474409,2010,2010,2011,2011,4671,5910,6279,6381,476,597,820,826,40,69,79,80,18979.8,1468623,1496820,168977829,311324532,349369661,321251,843419,1038798
Vehicle,259,88,28767,9516,2007,2008,2007,2007,1041,2032,1974,2026,84,138,203,207,13,22,22,22,1882.1,145790,148589,9636417,42486268,49203429,37206,141421,152200
Liquefied gas tanker,175,81,28678,27571,2011,2011,2012,2012,3502,4250,4002,4009,264,392,410,431,34,58,44,46,3551.1,247442,252193,10397435,51385387,47232102,59414,420104,609827
Cruise,99,41,8818,906,2005,2003,2007,2006,1093,1403,1209,1211,64,91,85,85,9,15,12,12,1985.7,153733,156684,3267873,16921899,19373225,33009,150072,160239
Other liquids tankers,74,12,9712,12014,2003,2005,2004,2003,5485,4893,5469,5435,380,344,405,399,80,90,104,103,2096.2,161766,164872,6162418,17595585,37936077,83276,288499,466185
Ro-Ro,67,10,7200,3426,2000,2000,2001,2000,2501,2087,1921,1925,161,167,188,189,32,36,32,32,754.0,58390,59511,3711339,7115018,8043765,55393,130258,138895
Service - tug,40,24,339,275,2005,2006,2008,2007,1987,4173,3151,3109,316,780,964,993,24,180,140,150,229.6,17364,17697,7026559,16615696,22247519,175664,453596,612431
Service - other,36,31,710,548,2004,2004,2005,2005,2942,3889,3173,3172,400,706,791,809,78,310,332,483,283.1,21495,21908,3823569,7845124,8453596,106210,236336,266856
Refrigerated bulk,25,17,832,913,1993,1993,1993,1993,4654,4081,4063,4070,326,303,346,346,59,85,83,84,339.5,25895,26392,2707131,5915212,6662930,108285,230755,249146
Miscellaneous - fishing,19,12,93,70,1997,1999,1996,1993,3084,3492,3123,3415,369,407,599,570,33,119,185,188,67.3,5064,5161,490716,1088504,1237518,25827,60783,72055
Ferry-RoPax,16,1,15,4,2009,2009,2009,2009,72,72,967,967,6,6,1239,1239,8,8,3,3,22.8,1714,1747,132344,286320,380678,8272,18466,26316
