Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,5830,241,141183,164678,2011,2010,2011,2011,253,325,396,400,29,33,60,61,18,22,24,24,16745.5,1296741,1321639,113200106,323340775,362677084,19417,61795,71769
Bulk carrier,3186,1298,72670,127853,2010,2011,2010,2010,515,613,677,675,74,137,174,173,67,109,103,102,7804.1,603752,615344,36929427,92384460,116041007,11591,46240,56338
Chemical tanker,2543,373,45400,74830,2008,2010,2008,2008,689,750,837,838,78,106,164,165,44,72,67,67,10505.8,811482,827063,23925626,124523792,144610644,9408,56779,69015
Service - tug,2105,152,2213,1670,2009,2009,2010,2009,210,890,1116,1154,78,620,1245,1210,29,170,448,455,2123.8,159889,162959,42714928,101007947,135244182,20292,52398,70746
Oil tanker,2039,174,86654,150757,2006,2007,2009,2009,615,674,852,851,107,136,330,342,47,74,96,96,15533.0,1201715,1224788,83994041,175345436,198731429,41194,110192,133461
Liquefied gas tanker,1206,51,8064,8474,2010,2011,2010,2010,456,988,730,744,63,110,133,136,37,74,117,124,2872.7,217512,221688,5145404,17461044,18139812,4267,25012,33891
General cargo,883,305,13343,19735,2006,2007,2007,2007,547,602,656,654,62,89,123,123,60,81,86,86,1999.8,153077,156016,8162365,29154751,42798686,9244,53254,72333
Cruise,488,40,13932,1353,2004,2003,2007,2006,269,357,333,334,17,29,34,34,9,12,12,12,3001.2,232420,236882,2738502,21661275,26848959,5612,38838,45386
Vehicle,398,72,11216,3543,2007,2008,2008,2007,371,421,506,504,32,37,54,54,14,15,21,21,742.0,57474,58577,3587935,15818947,18319953,9015,34266,36877
Service - other,202,34,2228,2589,2000,2002,2003,2002,596,3412,2188,2400,115,589,1356,1345,41,253,479,482,599.4,45652,46528,18067602,37070752,39945980,89444,199027,224730
Ro-Ro,140,9,2102,997,2000,2001,2001,2000,242,245,265,265,23,24,30,30,12,12,18,18,237.6,18408,18761,1070651,1972877,2300245,7648,17974,19080
Ferry-RoPax,20,2,30,12,2009,2010,2009,2010,413,476,1610,1634,35,65,1274,1503,9,11,21,15,46.2,3468,3534,414944,897709,1193553,20747,46319,66007
Miscellaneous - fishing,13,1,29,11,2014,2014,2014,2014,1085,1085,1360,1360,280,280,499,499,30,30,34,34,13.3,1000,1020,78069,173173,196880,6005,14133,16754
Ferry-pax only,8,1,18,1,2003,2003,2003,2003,595,595,3155,3155,161,161,2690,2690,24,24,18,18,13.6,1021,1041,93444,190307,239728,11680,27162,35809
Other liquids tankers,8,3,148,206,2015,2015,2015,2015,474,388,679,690,60,65,168,169,66,50,86,86,26.9,2086,2126,105511,301265,649528,13189,45691,73832
Refrigerated bulk,6,6,21,24,1992,1992,1991,1991,404,423,424,425,38,106,123,127,202,152,153,158,34.1,2572,2621,70392,153810,173252,11732,25001,26993
