Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,5937,3763,2460529,4646144,2010,2010,2010,2010,6152,6236,7418,7513,652,607,766,769,93,139,129,129,133487.4,10335445,10533886,930558179,2351735074,2712502812,156739,552197,669652
Container,1568,245,311576,354928,2010,2010,2012,2012,1185,3021,2898,2904,96,194,331,334,18,22,22,22,32284.9,2500468,2548477,197936041,555774896,636277946,126235,420786,491388
General cargo,950,462,85160,122010,2004,2006,2006,2006,3538,3485,3978,4017,303,340,475,482,71,103,115,115,9627.9,740917,755143,52546957,185985149,272680710,55313,312657,424869
Chemical tanker,880,519,70277,115833,2010,2010,2010,2010,3709,3800,3664,3669,339,353,414,415,53,81,92,92,11152.6,861764,878310,32326507,183781008,213201300,36735,243353,297115
Oil tanker,546,340,231710,438244,2010,2010,2011,2011,4384,5417,5583,5662,438,532,746,753,56,79,83,83,16609.8,1285501,1310183,160313327,294757675,332887224,293614,768387,946154
Vehicle,264,88,39426,12801,2007,2008,2007,2007,2235,3348,2656,2679,155,222,244,245,13,17,18,18,2390.0,185046,188599,12963043,57153119,66189137,49102,186638,200864
Liquefied gas tanker,179,84,32483,30426,2011,2011,2012,2011,4319,4440,4489,4368,314,369,411,406,57,93,93,97,4127.4,284717,290184,11141597,56423067,51505889,62244,446041,650256
Cruise,100,41,9304,931,2005,2003,2008,2007,1100,1373,1254,1234,65,93,91,89,8,9,10,10,1996.5,154557,157524,3067550,16742368,19372846,30676,147290,159739
Other liquids tankers,75,12,9572,11869,2003,2005,2004,2004,5299,5510,5337,5321,351,379,374,373,80,99,96,96,1816.9,140508,143205,6087993,17383078,37477911,81173,281215,454414
Ro-Ro,66,10,7467,3549,2001,2000,2001,2000,1245,1465,2022,2026,143,111,197,197,20,21,30,30,809.2,62653,63856,3810814,7032972,8190110,57740,135712,144086
Service - tug,35,18,216,200,2005,2006,2009,2009,516,3173,2679,2885,182,470,622,633,45,143,129,125,194.9,14868,15153,5117288,12100847,16202380,146208,377536,509738
Service - other,35,34,1141,786,2004,2004,2007,2005,3542,4353,5708,4681,381,823,1181,1104,96,292,1268,867,317.9,24125,24588,5486466,11257024,12130125,156756,348809,393855
Refrigerated bulk,25,16,890,1005,1993,1992,1992,1992,3655,3706,4337,4429,338,412,674,689,30,109,129,130,437.9,33270,33909,2980021,6511491,7334582,119201,254016,274261
Miscellaneous - fishing,22,14,126,95,1998,2000,1994,1992,3888,3634,3925,4440,350,496,814,869,18,136,52,36,94.1,7087,7223,668724,1483360,1686430,30397,71537,84803
Ferry-RoPax,17,1,4,1,2009,2009,2009,2009,47,47,213,213,10,10,98,98,4,4,12,12,5.5,415,423,30955,66970,89041,1821,4065,5793
