Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Santos,2475,739,44204,51332,2009,2009,2009,2009,237,534,351,369,36,154,106,125,19,65,44,52,6852.6,528911,539066,35925036,105794926,122575371,14515,49800,59226
Rio De Janeiro,1289,490,30564,36259,2008,2008,2009,2009,362,717,512,559,43,136,141,137,31,105,68,75,4835.3,372768,379925,37104554,93977716,113707180,28786,84286,104127
Paranagua,1076,505,13411,17719,2010,2010,2010,2010,190,468,253,277,19,106,178,181,39,83,68,75,2196.8,169752,173011,12577815,34239537,39569568,11689,38690,45743
Rio Grande,961,418,21834,27263,2010,2009,2010,2010,442,647,505,516,44,134,97,106,27,86,61,67,2713.7,209368,213388,14866614,43619288,51922331,15470,57061,68983
Salvador,693,263,22037,24949,2009,2009,2011,2011,763,661,674,714,58,102,70,76,20,83,29,34,2761.7,213399,217496,15522182,44909193,52013891,22399,75653,89354
Navegantes,687,185,6919,7855,2010,2010,2011,2011,121,316,162,161,18,52,37,35,17,62,41,44,900.0,69552,70888,6539876,17393699,19947120,9519,28708,33727
Sao Luis,614,257,7272,11872,2010,2010,2010,2010,436,898,915,926,92,152,184,185,42,91,102,104,1343.0,103558,105547,5008032,15867992,19187160,8156,34825,42461
Porto De Suape,596,182,12985,20343,2006,2008,2008,2008,508,880,906,901,89,98,142,145,46,65,84,81,2790.3,215307,219441,10178475,32986104,37176192,17078,70198,87173
Itapoa,558,144,12021,17861,2011,2011,2010,2010,204,395,337,403,22,71,161,187,24,67,78,87,1502.6,116331,118564,9552329,22690609,25903946,17119,48979,59092
Vitoria,550,174,5028,5532,2007,2007,2006,2007,457,553,481,523,40,94,76,85,24,88,52,63,853.3,65678,66939,4995882,14504478,17379481,9083,30314,36624
Suape,541,132,22989,28575,2010,2009,2010,2011,475,974,918,1013,39,177,478,700,20,50,24,23,2767.3,214224,218337,18554450,49924200,55820588,34297,103812,120933
Tubarao,497,210,7053,12105,2007,2011,2010,2010,523,755,712,729,93,199,218,226,49,99,108,110,1114.9,86013,87665,4773064,11952948,14889404,9604,34523,42637
Santana,480,333,9376,14929,2008,2009,2008,2009,448,573,585,580,50,87,135,145,55,91,77,80,1249.2,96661,98516,5587092,17166789,20045875,11640,46460,55811
Aratu,475,195,6864,8193,2007,2010,2009,2009,822,865,823,846,73,114,101,116,51,96,82,100,1266.1,97290,99158,5189473,17022488,20376818,10925,43486,52247
