Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Santos,1621,1137,369718,562844,2009,2010,2010,2010,5022,5632,5475,5999,397,479,555,601,75,148,118,133,33569.7,2597982,2647863,193787883,560010786,676906094,119548,471840,575102
Rio Grande,1108,687,128953,212261,2009,2009,2010,2010,627,4497,2545,3154,58,397,597,629,35,93,114,118,10260.2,793802,809044,64743714,182266896,220474492,58433,242889,298886
Paranagua,773,683,151338,264757,2010,2010,2010,2010,5659,5811,5739,6271,653,681,861,886,87,112,110,111,12874.3,996115,1015240,71796952,208244095,247956344,92881,398837,484452
Tubarao,773,694,425868,818110,2011,2011,2011,2011,8234,6884,7639,7688,669,602,700,701,209,265,235,234,21576.1,1670802,1702882,157671203,387085863,440914436,203973,681561,822124
Santana,458,338,53408,89282,2008,2009,2010,2010,3203,3617,3423,3583,259,314,406,414,5,19,22,20,4546.3,351821,358576,27596176,76795810,91542894,60254,242087,292559
Rio De Janeiro,453,313,99973,122834,2009,2009,2013,2013,4063,3788,4803,4983,289,368,445,467,22,70,33,37,10331.6,790500,805678,62213349,173431515,204151478,137336,478663,579515
Vila Do Conde,440,336,43381,73300,2006,2008,2009,2010,3084,3743,3793,4001,298,421,544,562,86,139,144,143,4113.1,317798,323899,24212106,66093929,82335601,55028,224759,276618
Itaqui,436,362,384996,741450,2009,2009,2008,2008,9651,7566,8768,8802,824,750,881,882,35,43,37,37,17153.3,1328437,1353943,130087568,328938681,369823272,298366,934206,1139834
Ponta Da Madeira,431,332,464132,904120,2010,2010,2010,2010,9652,7911,8912,8934,734,655,779,779,123,151,142,142,19080.9,1477907,1506283,145803543,383420520,426893548,338291,1070633,1317133
Itaguai,386,316,271258,488532,2011,2010,2011,2011,8886,7777,8293,8294,757,737,763,784,52,73,61,64,14640.2,1133859,1155629,111803501,264893540,304803909,289646,916413,1085414
Sao Luis,286,267,40261,70841,2010,2010,2011,2011,3655,4376,4744,4834,402,482,649,664,61,76,78,78,3713.8,286895,292403,20217098,59680164,73136734,70689,313243,386488
Aratu,284,245,40699,65762,2010,2010,2010,2011,4322,4773,5075,5379,412,518,653,694,60,90,94,98,4426.7,341289,347842,23633998,70019014,83497675,83218,345954,423801
Ilha Guaiba,225,176,207135,387714,2006,2009,2005,2005,8944,8344,8604,8607,739,747,770,773,116,130,132,133,9120.4,706456,720020,68272395,167323770,187671440,303433,931253,1127455
Suape,185,74,40018,40863,2009,2009,2010,2010,3041,3224,3137,3171,185,227,200,200,15,48,22,24,4228.8,327490,333778,25377523,69890224,79600093,137176,435924,505527
Niteroi,176,161,44772,82164,2009,2009,2010,2010,3814,4288,4697,4874,354,430,654,660,21,59,40,38,3241.8,250582,255394,27039632,58644666,67914547,153634,466314,571663
Salvador,168,118,27853,36806,2010,2009,2012,2012,3524,3912,3829,4077,214,344,349,402,16,87,54,65,2916.5,223696,227991,14314115,43501893,52124455,85203,348159,425417
Sao Francisco Do Sul,166,158,39064,70006,2010,2010,2011,2011,7128,6529,6906,7022,716,707,847,856,77,103,98,96,3144.7,243211,247881,18291490,52230872,65312670,110190,499771,624850
Pecem,161,143,21847,33326,2011,2011,2011,2012,2631,3387,3475,3419,262,318,407,403,122,159,175,195,1990.5,148804,151661,10040854,30086334,34540964,62366,269724,341322
Vitoria,152,121,19026,15714,2007,2008,2006,2008,3815,3734,3626,3650,256,322,319,387,54,80,54,84,1849.4,142932,145676,9785093,27830643,35038530,64376,230192,272237
Itapoa,145,48,15650,22694,2013,2012,2012,2012,1078,3431,1732,2105,80,300,411,492,22,61,55,61,1364.5,104286,106288,10822928,27997152,31958844,74641,239260,289217
Navegantes,145,60,13143,14886,2009,2009,2009,2009,889,2609,1551,1547,102,201,232,234,19,45,27,27,1613.2,124575,126967,11413953,31185221,35421568,78717,238698,276049
Sao Vicente,140,122,26977,46993,2011,2011,2011,2011,5610,6113,6269,6513,746,766,822,837,82,123,116,118,2333.6,180444,183908,14056636,36875761,44702289,100405,427542,527249
Imbituba,130,92,14599,22721,2012,2011,2012,2011,3303,3970,2016,2441,285,371,444,484,60,132,130,143,1245.4,96338,98188,8332822,21872400,27832989,64099,255840,313521
