Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Santos,1909,1257,419378,645365,2009,2010,2011,2011,4568,5796,5097,5821,424,598,689,755,21,69,58,62,39106.0,3026572,3084682,208255091,618320616,747520854,109091,448175,549120
Paranagua,956,736,160049,271320,2010,2010,2010,2010,3910,5152,3747,4584,360,473,652,688,18,59,42,41,13610.2,1053347,1073572,72387086,225350824,269257332,75719,342668,420048
Tubarao,810,732,399988,766784,2011,2011,2010,2010,5288,5884,7237,7310,553,603,834,837,31,72,92,93,22635.0,1751996,1785635,147120543,368881576,425333139,181630,612251,746376
Rio Grande,767,614,121044,207305,2009,2009,2010,2010,3733,4900,5177,5649,351,506,783,800,20,71,47,47,10735.5,830623,846571,57311647,166413697,195544126,74722,319836,391432
Rio De Janeiro,501,354,83316,111104,2008,2008,2010,2010,3948,3811,3940,4407,266,339,407,464,26,61,48,54,9519.5,730495,744521,63162298,164812581,191863149,126072,404289,488933
Vila Do Conde,471,344,58385,95337,2006,2008,2009,2010,3558,4635,4587,4761,325,424,564,588,25,68,58,57,5766.5,445603,454159,33262631,90884406,114193880,70621,286743,354055
Itaqui,443,368,443854,856598,2009,2009,2008,2008,9764,8337,9967,10009,932,795,1042,1043,40,62,83,83,21039.7,1629314,1660597,146820472,376030763,422458261,331423,1047066,1281549
Itaguai,410,298,298275,525794,2011,2010,2011,2011,8863,8079,8117,8344,794,748,790,824,17,43,39,41,17163.4,1329321,1354844,125439612,298297414,342629115,305950,955920,1127869
Ponta Da Madeira,366,286,460396,898833,2010,2010,2010,2010,9768,8862,10152,10175,947,848,1033,1033,58,73,95,95,20940.9,1621786,1652924,142029150,378626107,420385556,388058,1231897,1520273
Aratu,274,226,38577,65989,2009,2010,2010,2010,4335,4960,5348,5576,346,438,598,620,17,39,34,33,4109.0,316440,322515,22581269,68187561,81157677,82413,350258,432188
