int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Oil tanker,70,22,2004,2008,2014,2014,13285146115,26013523479,173,2973,6821,7161,607,46936
Liquefied gas tanker,30,2,2007,2010,2014,2014,518201139,442951109,108,2425,2119,1896,64,4095
Chemical tanker,26,10,2013,2009,2007,2007,281867980,480374555,197,1177,1421,1545,50,3862
Ro-Ro,87,8,1990,1986,1990,1990,47421483,50126411,69,143,92,93,62,4700
Refrigerated bulk,8,5,2001,2001,2001,2001,25943886,28736433,233,243,241,241,11,817
General cargo,123,18,1987,1990,1992,1992,99624593,139771396,134,548,334,350,35,2643
Service - tug,63,12,2004,1989,2000,2000,5565562,3565294,177,496,309,306,21,1604
Cruise,503,78,2000,2002,2006,2006,12133382714,1110004430,196,260,308,304,2469,190604
Bulk carrier,8,8,2011,2011,2011,2011,540474215,969786035,1700,1580,1490,1466,43,3341
Container,39,8,2007,2007,2007,2007,43303786,54423171,69,76,114,113,14,1086
Vehicle,31,12,2002,2003,2003,2003,310259658,101509787,330,406,363,368,24,1814
Offshore,99,9,1980,1988,2008,2003,47287602,38863871,131,265,399,287,34,2541
Miscellaneous - fishing,11,1,1955,1955,1955,1955,621933,540434,281,281,286,286,3,202
Ferry-RoPax,49,4,1971,1979,1985,1982,4852805,1077799,62,64,64,64,6,482
Service - other,2,2,2012,2012,2010,2010,3696179,6649334,959,959,1269,1376,2,131
Ferry-pax only,3,1,2003,2003,2003,2003,228952,141021,529,529,553,553,1,60
