int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Oil tanker,70,22,2004,2008,2011,2011,4257670764,8032240142,154,2210,2186,2211,343,26390
Chemical tanker,26,10,2013,2009,2006,2006,440082487,751005997,195,2028,2219,2416,73,5605
Liquefied gas tanker,30,2,2007,2010,2013,2013,233104399,201827705,116,1057,953,864,39,2701
Cruise,503,78,2000,2002,2008,2007,12585695128,1131760834,141,282,320,310,2456,189617
Ro-Ro,87,8,1990,1986,1991,1991,93078467,102603278,149,188,180,190,57,4360
Refrigerated bulk,8,5,2001,2001,2001,2001,33582807,37438786,75,273,312,314,17,1309
General cargo,123,18,1987,1990,1991,1991,48120899,63503785,94,238,161,159,20,1507
Service - tug,63,12,2004,1989,2001,2001,7034662,4633171,159,807,390,398,29,2179
Container,39,8,2007,2007,2007,2007,79728136,100502738,184,272,210,208,23,1767
Bulk carrier,8,8,2011,2011,2009,2009,888515886,1660934750,2051,2197,2450,2511,66,5063
Vehicle,31,12,2002,2003,2003,2002,109387222,37337817,88,111,128,135,13,1008
Offshore,99,9,1980,1988,1996,1990,17409262,19067926,141,149,147,141,27,2029
Miscellaneous - fishing,11,1,1955,1955,1955,1955,121121,105249,55,55,56,56,1,67
Ferry-RoPax,49,4,1971,1979,1997,1997,116244046,21571564,78,779,1529,1283,32,2400
Service - other,2,2,2012,2012,2013,2011,13537249,16136197,8481,8481,4649,3338,21,1556
Ferry-pax only,3,1,2003,2003,2003,2003,5634820,3470723,20163,20163,13611,13611,15,1109
