int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
St Kitts,1046,192,1997,2000,2010,2013,27177807890,29357221083,152,738,621,2901,3373,259479
Nevis,106,28,1987,1988,2004,1999,170070711,84823477,117,175,225,238,72,5436
