Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,227,62,3021,295,1993,1998,2007,2005,151,203,221,218,16,20,23,24,9,10,8,8,684.9,52891,53907,844409,5042619,6043928,3720,19681,22315
General cargo,115,24,122,148,1990,1992,2001,2001,125,327,175,180,15,44,46,47,17,55,31,32,49.6,3800,3873,146555,453333,648986,1274,5362,7278
Container,110,17,198,236,2007,2008,2008,2008,118,153,137,136,10,15,15,14,5,9,9,9,49.0,3743,3815,257286,908529,1034671,2339,8818,10613
Chemical tanker,54,9,77,122,2008,2008,2007,2007,167,244,240,242,22,33,110,110,21,59,62,62,51.0,3863,3937,173352,524862,654282,3210,10812,13565
Liquefied gas tanker,41,2,40,42,2009,2008,2008,2008,177,223,237,237,16,20,26,26,15,15,15,15,24.9,1903,1939,31451,91119,100624,767,4200,5523
Oil tanker,35,7,38,61,1999,2000,2000,2000,172,262,237,236,19,39,34,34,30,26,34,35,28.4,2148,2190,108197,119189,114958,3091,10302,13619
Ferry-RoPax,29,3,3,1,1965,1966,1964,1964,147,349,183,183,15,24,31,32,2,14,22,22,4.1,305,311,23622,51105,67946,815,1818,2591
Refrigerated bulk,26,7,60,66,2003,2001,2002,2002,153,189,170,170,12,12,12,12,7,9,10,10,26.4,2012,2050,195425,427013,480990,7516,16017,17294
Vehicle,24,2,114,39,2003,2003,2003,2002,410,259,317,341,41,29,46,47,2,3,3,3,18.1,1390,1417,39296,173254,200646,1637,6224,6698
Bulk carrier,11,8,244,414,2009,2007,2013,2013,236,825,1268,1420,15,136,474,502,68,50,25,22,28.5,2198,2240,123847,331643,439039,11259,48757,60733
Service - tug,5,4,1,1,2001,1997,2018,2019,124,150,225,228,27,39,89,90,3,8,5,5,0.4,28,28,28043,66313,88790,5609,14482,19554
Service - other,3,3,9,5,2009,2009,2012,2011,852,5101,1939,1567,438,470,676,636,31,156,330,303,20.7,1555,1585,33728,69202,74569,11243,25017,28247
Ferry-pax only,2,2,0,0,1965,1965,1974,1939,128,128,123,87,64,64,49,107,83,83,74,110,0.5,39,40,2390,4867,6130,1195,2778,3663
