Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Trinidad and Tobago,251,49,682,412,2001,1997,2006,2005,123,147,155,146,12,20,25,39,9,32,14,25,199.1,15256,15549,379607,1678060,2115771,1512,7432,9547
Barbados,107,35,558,146,1994,2000,2002,2004,154,179,181,178,15,15,16,14,7,19,10,19,141.1,10885,11094,490531,1647197,1790981,4584,14449,14994
Saint Vincent and the Grenadines,95,39,88,41,1980,1991,2001,2002,89,132,100,110,15,19,15,15,13,19,12,18,91.4,6906,7038,156497,398713,532771,1647,4686,6180
Saint Lucia,81,38,520,88,2002,2001,2009,2007,140,147,142,155,15,23,15,17,11,16,10,16,128.6,9930,10121,161073,840228,1019453,1989,10117,11982
Guyana,33,15,65,49,1987,1991,1997,1996,421,488,442,462,47,64,54,60,33,40,21,33,18.5,1410,1437,94372,253986,327714,2860,9840,12817
Martinique,21,10,289,31,2007,2007,2010,2009,180,186,196,194,15,57,16,19,8,9,6,6,56.9,4402,4487,41943,389617,510459,1997,16449,20523
"Bonaire, Sint Eustatius and Saba",15,8,468,45,2003,2004,2004,2005,405,410,411,411,25,30,29,29,5,7,7,7,105.5,8174,8331,157345,791847,872955,10490,46707,48708
Dominica,12,10,85,21,2005,2005,2006,2004,203,230,205,215,18,20,16,19,8,11,9,12,21.7,1675,1707,37218,174507,210118,3102,14570,17289
Dominican Republic,8,4,129,26,1995,2000,1995,1998,615,628,624,623,52,51,45,51,6,9,6,8,24.2,1870,1905,73700,351097,413894,9213,39336,42403
Saint Kitts and Nevis,8,5,61,17,2004,2003,2013,2008,336,3116,359,420,30,192,112,187,14,95,57,95,30.1,2280,2324,32705,113670,140412,4088,17074,21944
Guadeloupe,5,5,95,8,2010,2010,2012,2011,254,249,253,252,16,16,16,16,9,7,6,7,20.4,1583,1614,28198,150597,171958,5640,26356,28042
Curaçao,5,4,164,22,2006,2006,2007,2006,449,520,450,503,36,52,36,55,8,6,8,6,32.8,2538,2587,77719,325073,347529,15544,59127,60669
Antigua and Barbuda,5,5,115,14,2006,2006,2007,2006,332,344,344,341,32,31,32,32,9,23,10,25,22.6,1751,1785,22210,140214,168928,4442,28474,34258
Sint Maarten (Dutch part),5,4,11,18,2009,2010,2009,2009,431,420,419,419,42,41,42,42,21,25,24,24,4.5,342,348,28525,81224,99867,5705,18208,22377
United States of America,4,4,250,318,2014,2014,2016,2016,2273,2232,2193,2751,278,340,462,621,17,30,21,21,34.3,2645,2696,94630,375997,489716,23658,122034,151491
Suriname,3,2,14,7,2001,2003,1998,2001,585,611,588,599,58,59,60,59,4,11,6,9,3.1,240,244,6525,25964,29780,2175,9304,10822
Virgin Islands (U.S.),3,3,11,15,2009,2009,2009,2009,395,406,405,406,36,39,39,39,12,14,15,15,2.6,200,204,19698,47456,55792,6566,19533,23645
China,3,2,1,1,2020,2020,2020,2020,159,218,238,238,55,60,91,91,3,10,5,5,0.2,19,19,27424,64850,86831,9141,23605,31870
Aruba,3,2,206,16,2016,2016,2016,2016,498,497,498,498,38,38,38,38,10,10,10,10,26.7,2071,2111,-8990,176920,260308,-2997,52073,75086
Venezuela (Bolivarian Republic of),2,2,3,1,1998,1998,1994,2000,125,125,145,103,14,14,17,12,10,10,9,10,1.2,89,91,1670,8852,11631,835,4103,5046
Montserrat,2,1,3,3,2007,2007,2007,2007,288,288,288,288,24,24,25,25,20,20,21,21,1.6,118,121,2156,6247,6899,1078,5903,7762
Anguilla,2,2,3,5,2002,2002,2003,2002,413,413,410,416,40,40,39,41,28,28,27,31,2.0,152,155,6289,9386,9523,3144,12211,16175
French Guiana,2,1,30,8,2010,2010,2010,2010,739,739,739,739,54,54,54,54,2,2,2,2,5.5,422,430,8226,36270,42004,4113,15634,16826
Saint Barthélemy,1,1,7,1,1995,1995,1995,1995,399,399,399,399,41,41,41,41,9,9,9,9,2.3,173,176,1870,15474,20636,1870,12912,15350
Jamaica,1,1,4,5,1995,1995,1995,1995,1075,1075,1075,1075,166,166,166,166,308,308,308,308,1.4,108,110,9274,27204,37517,9274,37154,46847
Cuba,1,1,33,52,2012,2012,2012,2012,1484,1484,1484,1484,123,123,123,123,15,15,15,15,3.4,262,268,21254,59002,91701,21254,100131,129777
Virgin Islands (British),1,1,2,3,1998,1998,1998,1998,513,513,513,513,49,49,49,49,23,23,23,23,1.0,73,75,5669,6073,5720,5669,19310,25666
Colombia,1,1,30,52,2001,2001,2001,2001,1003,1003,1003,1003,144,144,144,144,6,6,6,6,2.1,159,162,23414,46340,57477,23414,74747,86908
Nigeria,1,1,0,0,1961,1961,1961,1961,329,329,329,329,35,35,35,35,74,74,74,74,0.1,5,5,977,2804,4030,977,3186,4582
United Kingdom of Great Britain and Northern Ireland,1,1,3,4,2017,2017,2017,2017,489,489,489,489,50,50,50,50,82,82,82,82,1.8,136,139,5870,18178,23186,5870,20186,26049
