Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Shakotan,561,68,235,138,1989,1990,1990,1991,106,406,217,259,36,88,239,255,9,17,86,75,190.0,14291,14566,896538,2015597,2266428,1598,3746,4430
Port Foster,62,26,94,29,1991,1990,1992,1991,190,299,277,348,23,44,63,78,10,22,28,50,45.1,3403,3468,247860,606086,844507,3998,10382,14135
Vernadsky,58,23,107,23,1992,1991,1995,1990,279,322,328,331,47,49,60,61,2,8,5,6,62.0,4669,4759,139044,524726,874733,2397,9041,14036
Escudero,48,16,87,20,1989,1988,1992,1993,325,428,369,316,46,78,72,83,6,11,13,15,41.1,3123,3183,159823,460837,653960,3330,9754,13308
Palmer,29,21,49,13,1990,1990,1996,1993,276,308,296,330,41,50,50,64,3,16,14,26,25.5,1932,1969,109594,309931,436755,3779,11066,15110
Rothera,9,7,23,10,1995,1994,1995,1994,457,482,489,616,52,72,95,118,5,5,5,4,10.6,803,818,62732,147826,191827,6970,17546,22430
Jubany,5,4,4,1,1982,1980,1975,1976,84,264,188,155,12,52,111,93,16,22,17,17,4.5,343,349,15063,40195,64440,3013,8681,13239
Comandante Ferraz,5,5,13,4,1998,1998,1990,1991,332,318,304,268,40,39,48,48,6,17,26,28,4.0,306,311,26332,64336,82734,5266,13607,17255
Arctowski,4,3,10,10,2006,2003,2016,2017,165,349,491,653,52,75,179,190,12,26,13,10,3.6,271,276,68418,141891,155501,17104,38434,43885
Mario Zucchelli,4,2,72,40,1993,1992,1993,1993,665,665,1381,1394,148,148,285,287,28,28,43,43,17.3,1335,1360,279928,574351,618898,69982,155722,175832
Marambio,4,2,15,6,1980,1980,1979,1979,454,446,462,488,60,90,118,138,14,14,14,14,3.7,284,289,37369,90544,121462,9342,24213,31817
Signy,3,3,8,3,1987,1987,1982,1991,726,630,616,508,98,122,101,89,5,4,3,4,2.9,215,219,16517,44915,66919,5506,15844,22552
Mcmurdo,3,1,13,7,1993,1993,1993,1993,285,285,285,285,25,25,25,25,5,5,5,5,3.6,278,283,52289,107285,115606,17430,38784,43792
Orcadas,2,2,4,1,1983,1983,1985,1985,425,425,421,421,41,41,38,39,2,2,2,2,1.7,125,127,3257,18397,40001,1629,9409,18185
Davis Station,2,2,58,33,1992,1992,1993,1993,2012,2012,2630,2603,160,160,258,258,10,10,8,8,17.3,1337,1363,230150,472218,508843,115075,256061,289130
King Sejong,1,1,2,1,1991,1991,1991,1991,273,273,273,273,94,94,94,94,2,2,2,2,1.0,76,78,5550,11388,12271,5550,12350,13945
Jang Bogo Station,1,1,7,3,2009,2009,2009,2009,939,939,939,939,176,176,176,176,7,7,7,7,2.5,185,188,19012,39008,42033,19012,42304,47768
Mawson Station,1,1,10,6,1990,1990,1990,1990,1445,1445,1445,1445,425,425,425,425,68,68,68,68,3.3,250,255,39441,80924,87201,39441,87763,99097
