Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Russian Federation,837,154,1024,735,1989,1989,1990,1991,155,1055,797,801,24,183,647,494,20,77,106,106,572.5,43175,44004,3639091,7891720,9185857,4348,10579,12740
Argentina,199,42,1080,233,1989,1992,1991,1987,675,794,774,825,67,102,120,152,14,27,57,89,482.6,36722,37427,2013426,6580817,10031193,10118,33095,48147
Japan,127,39,73,51,1984,1989,1992,1994,76,379,469,576,19,68,152,160,12,17,16,16,28.6,2158,2200,241003,463778,530070,1898,4567,5455
Chile,82,41,571,323,1995,1994,1997,1992,613,2221,853,1459,76,362,807,1549,4,96,101,158,274.4,20706,21103,2957233,7124847,9202591,36064,93666,121612
Uruguay,18,14,211,161,1991,1992,1990,1989,812,1142,1723,1942,114,274,426,364,26,256,289,243,87.1,6617,6744,700187,1532388,1724918,38899,87254,98737
Falkland Islands (Malvinas),12,7,112,66,1991,1991,1991,1989,855,1281,1212,1111,93,155,248,232,31,57,50,42,48.1,3663,3734,348841,741289,867891,29070,64973,76249
Peru,9,6,24,4,1985,1984,1992,1984,393,328,351,291,31,38,50,40,20,15,19,20,9.7,738,752,27983,78944,118944,3109,8899,12364
China,7,7,60,63,2003,2003,1995,1992,2474,2689,3087,3797,449,433,772,909,26,110,52,54,40.2,3029,3087,257137,547584,603327,36734,79993,88387
Spain,7,6,12,3,1992,1991,1991,1993,215,317,336,384,21,70,235,294,3,2,2,3,7.0,528,538,16017,46287,63003,2288,6742,8823
South Georgia and the South Sandwich Islands,7,7,50,15,1992,1992,1994,1994,979,876,876,811,94,98,92,96,15,26,22,17,18.4,1402,1429,88846,255684,316287,12692,36445,44222
New Zealand,6,5,112,75,2000,1998,2004,2006,2375,2837,2292,2249,202,305,212,200,150,447,175,121,62.9,4756,4847,345708,660219,727977,57618,127211,149651
Réunion,5,4,48,24,1998,1997,1998,1998,3745,4076,3582,3527,431,693,649,631,76,471,301,295,29.2,2210,2253,169944,360973,398687,33989,77525,89493
"Korea, Republic of",5,5,171,175,1994,1994,2011,2011,1043,2998,1129,1157,120,399,270,307,69,84,21,22,36.1,2742,2795,280471,624219,731922,56094,146561,175728
Australia,4,3,110,60,1987,1986,1984,1984,3054,3239,3398,3449,274,364,387,381,164,971,1660,1810,130.6,10070,10264,416855,855295,921632,104214,231893,261840
Maldives,4,1,0,0,2010,2010,2010,2010,15,15,39,39,8,8,36,36,10,10,12,12,1.0,78,80,727,5601,2643,182,443,632
Iran (Islamic Republic of),3,1,0,0,2010,2010,2010,2010,32,32,77,77,11,11,48,48,4,4,3,3,0.9,69,71,1092,8415,3971,364,888,1266
Mauritius,2,2,71,41,1998,1998,1994,1994,26113,26113,26694,29164,1142,1142,1723,1736,2176,2176,4019,4062,13.0,976,995,289793,642817,730818,144897,341008,404244
Ukraine,1,1,12,10,1993,1993,1993,1993,1587,1587,1587,1587,243,243,243,243,49,49,49,49,2.0,157,160,71796,159258,181060,71796,168969,200303
Canada,1,1,156,299,2010,2010,2010,2010,3640,3640,3640,3640,323,323,323,323,23,23,23,23,13.8,1060,1080,60905,178773,204227,60905,278307,340128
"Taiwan, Province of China",1,1,4,2,1989,1989,1989,1989,4064,4064,4064,4064,710,710,710,710,23,23,23,23,2.4,178,181,14033,31128,35389,14033,33026,39150
Mexico,1,1,0,0,2010,2010,2010,2010,122,122,122,122,28,28,28,28,0,0,0,0,0.3,23,24,573,4415,2084,573,1398,1992
Indonesia,1,1,0,0,1985,1985,1985,1985,48,48,48,48,30,30,30,30,0,0,0,0,0.1,8,9,216,543,669,216,635,779
