Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Shakotan,561,68,235,138,1989,1990,1990,1991,106,406,217,259,36,88,239,255,9,17,86,75,190.0,14291,14566,896538,2015597,2266428,1598,3746,4430
Port Foster,87,28,143,30,1989,1989,1992,1988,246,299,293,294,40,51,60,70,2,7,6,9,78.2,5912,6025,202185,678187,1091207,2324,7906,11942
Vernadsky,45,19,98,18,1991,1991,1992,1987,281,335,332,343,43,52,61,64,6,9,8,7,46.6,3527,3594,138896,416188,627789,3087,9331,13276
Escudero,42,18,50,18,1991,1992,1998,2002,184,302,288,373,27,56,79,128,10,12,16,12,31.4,2360,2405,132885,374753,536490,3164,9233,12756
Palmer,25,15,46,13,1991,1991,1994,1991,309,332,319,362,25,46,50,78,9,12,14,11,18.7,1416,1444,93380,272153,421213,3735,11369,16605
Arctowski,8,5,6,6,2000,1991,2008,2009,187,246,183,199,38,56,46,51,2,15,31,33,4.6,347,353,56051,121060,147132,7006,16513,20568
Jubany,7,4,13,7,1987,1988,1984,1985,358,371,393,389,48,66,72,73,19,20,20,20,3.5,262,267,76402,169242,206736,10915,26308,32922
Mario Zucchelli,5,2,75,41,1996,2001,1995,1994,296,615,1085,1091,28,101,218,220,7,6,7,7,22.1,1704,1736,288690,592329,638271,57738,128477,145069
Rothera,5,4,9,5,1996,1998,1995,1995,412,344,374,382,48,43,60,62,75,63,69,75,4.5,338,345,32221,69226,79961,6444,14955,17691
Signy,5,5,24,14,1990,1990,1991,1995,890,1058,947,939,117,167,143,136,35,50,60,78,9.4,712,726,100090,216468,242043,20018,46256,53998
Comandante Ferraz,3,3,13,5,1996,1996,1986,1989,412,427,510,391,32,76,127,125,2,6,1,3,3.6,273,278,30160,69163,87072,10053,24768,31100
Mcmurdo,3,1,66,38,1993,1993,1993,1993,321,321,1431,1431,79,79,292,292,23,23,44,44,15.4,1188,1211,262337,538259,580006,87446,194582,219710
Marambio,2,2,7,4,2005,2005,2007,2006,567,567,600,548,88,88,106,94,13,13,17,14,3.0,223,227,25246,51800,55817,12623,28089,31716
Jang Bogo Station,1,1,6,3,1992,1992,1992,1992,1008,1008,1008,1008,218,218,218,218,32,32,32,32,2.0,147,149,17591,36092,38891,17591,39142,44197
Davis Station,1,1,10,6,1990,1990,1990,1990,1445,1445,1445,1445,425,425,425,425,68,68,68,68,3.3,250,255,39441,80924,87201,39441,87763,99097
Orcadas,1,1,7,1,1991,1991,1991,1991,856,856,856,856,91,91,91,91,3,3,3,3,2.4,181,184,4043,22834,49651,4043,23357,45143
Mawson Station,1,1,3,2,1990,1990,1990,1990,468,468,468,468,51,51,51,51,11,11,11,11,1.2,96,98,12760,26181,28212,12760,28393,32060
