Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Shakotan,985,169,1475,1318,1989,1990,1995,1998,142,1142,888,1039,23,193,551,436,18,70,81,71,695.0,52454,53461,4444285,9663118,11208983,4512,11107,13333
Port Foster,107,36,494,79,1992,1992,1996,1993,631,583,628,568,59,63,84,91,15,30,25,39,222.2,16880,17204,405848,1675632,2630962,3793,14988,21706
Vernadsky,74,28,362,71,1988,1992,1992,1986,756,733,665,685,80,202,98,121,10,16,14,15,170.2,12909,13157,494070,1771363,3047456,6677,24113,38376
Palmer,42,22,251,57,1992,1990,1997,1996,718,694,746,937,80,82,182,271,12,16,57,71,103.9,7902,8054,318165,1017728,1480330,7575,24284,33230
Escudero,32,22,215,116,1992,1993,1993,1983,603,1901,1156,2701,64,184,942,2704,15,26,74,193,149.2,11274,11490,2135317,5249068,7059218,66729,176633,237525
Signy,27,12,396,287,1989,1994,1988,1989,1700,1811,1929,1866,194,378,770,713,33,376,208,181,138.7,10517,10719,1388188,3085602,3554299,51414,118232,137759
Orcadas,13,7,86,28,1982,1983,1980,1979,519,785,926,1381,49,82,281,373,3,22,95,129,36.5,2756,2809,179240,450602,612481,13788,36767,48667
Arctowski,12,7,40,19,2001,1999,2004,2011,616,602,609,634,85,72,139,126,8,19,24,40,25.4,1914,1951,204057,391606,465456,17005,36062,44595
Jubany,10,6,23,12,1986,1988,1986,1987,326,543,371,486,52,107,225,233,14,14,46,45,7.6,574,585,152507,343431,428956,15251,37354,47584
Marambio,8,7,94,39,1992,1993,1987,1988,798,1125,1536,1590,134,103,142,143,19,95,412,398,39.6,3045,3104,764353,2086766,2674797,95544,260793,341187
Port-Aux-Francais,7,5,119,65,1998,1996,1996,1995,3745,12506,7395,7895,487,813,1289,1327,102,1184,2515,2666,42.2,3186,3247,459737,1003790,1129505,65677,152806,179422
Rothera,5,5,40,17,1994,1994,2000,1998,1103,1432,1126,1408,111,221,388,463,4,32,63,74,14.2,1091,1112,120331,250792,273585,24066,53586,60027
Mcmurdo,4,4,92,68,1991,1991,1991,1997,3139,3336,2907,2649,470,434,424,350,464,526,185,122,120.2,9251,9429,298971,564327,624646,74743,164817,195119
Comandante Ferraz,4,3,78,94,1991,1989,1993,1996,1256,930,1185,1236,366,250,401,423,52,38,86,105,18.2,1388,1414,79066,215188,280109,19767,75092,96500
Casey Station,2,2,14,8,2002,2002,1991,1991,1289,1289,1771,1810,106,106,148,149,198,198,120,119,9.2,713,727,58257,119974,129630,29129,64987,73556
Jang Bogo Station,2,2,33,13,2000,2000,2001,2001,2422,2422,2414,2416,253,253,249,251,164,164,162,162,18.1,1362,1388,91062,186839,201331,45531,101314,114398
Mario Zucchelli,2,2,50,25,2001,2001,1999,1997,2240,2240,2183,2157,189,189,183,180,142,142,136,133,21.6,1641,1673,175475,360036,387961,87738,195231,220443
King Sejong,2,2,7,3,1991,1991,2007,2003,624,624,828,709,67,67,115,102,38,38,27,30,4.1,311,317,31485,68885,82694,15742,37474,46222
Davis Station,1,1,34,20,1990,1990,1990,1990,5183,5183,5183,5183,238,238,238,238,5059,5059,5059,5059,24.8,1900,1936,141462,290249,312760,141462,314776,355427
