Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Miscellaneous - fishing,620,103,907,499,1988,1989,1991,1993,142,1750,1185,1209,24,272,1052,1047,16,177,500,539,366.2,27564,28093,3508245,7781965,8847306,5658,13317,15786
Cruise,198,25,949,164,1989,1991,1993,1988,643,703,631,652,61,75,84,88,12,44,20,23,485.9,36926,37635,883086,3925205,6929437,4460,19475,31588
General cargo,182,17,128,170,1990,1991,1999,1999,116,434,631,654,14,64,266,282,24,43,73,77,39.6,3003,3061,178193,548937,794802,979,3929,5515
Refrigerated bulk,78,40,474,490,1989,1989,1988,1988,805,1321,1198,1217,83,223,314,333,58,88,71,72,346.6,26222,26725,1453343,3175626,3577044,18633,39706,42870
Service - other,76,23,586,295,1996,1997,1994,1994,826,1948,1349,1356,97,304,398,385,24,173,397,444,326.9,24910,25388,2055152,4216721,4543772,27041,60172,67943
Ferry-pax only,72,6,174,43,1991,1994,1987,1985,272,762,558,720,26,68,92,108,12,66,213,304,70.0,5320,5422,1182521,3320926,4300784,16424,45737,60520
Oil tanker,22,13,83,119,1990,1989,1992,1993,800,1259,1419,1394,80,171,325,323,23,31,24,24,35.4,2686,2738,340899,182443,198829,15495,44387,57402
Chemical tanker,22,3,11,16,1989,1989,1991,1991,100,330,456,447,34,46,94,94,32,43,47,47,13.5,1023,1043,56896,142988,176262,2586,7609,9329
Bulk carrier,21,2,167,308,1994,2002,2009,2010,767,2198,2814,3231,85,203,308,316,51,37,25,24,22.2,1690,1723,79316,220534,254536,3777,15896,19496
Ferry-RoPax,19,2,228,17,2005,2005,2004,2004,931,870,842,836,82,91,114,112,10,10,14,14,51.1,3907,3982,108535,268398,329326,5712,12194,11106
Ro-Ro,17,2,3,3,2004,2001,1996,1997,55,61,130,125,10,11,65,64,9,31,146,142,9.0,678,691,11338,87415,41250,667,1628,2320
Service - tug,11,4,52,79,1983,1988,1976,1974,256,471,2848,5273,26,229,3473,3872,22,25,253,274,83.0,6235,6355,2033112,4807698,6437247,184828,477260,644382
Container,1,1,140,140,2014,2014,2014,2014,984,984,984,984,49,49,49,49,11,11,11,11,11.7,903,920,51239,116140,154566,51239,196020,245050
