port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Willemstad - Sint Michelsbaai,46,23,2005,2006,2007,2007,1000393684,1843632893,158,491,662,671,183,14096
Bullenbay - Sint Michelsbaai,7,6,2003,2004,2005,2006,130526963,249552513,215,216,238,238,41,3195
Fuikbaai - Willemstad,17,9,2004,2005,2013,2013,213938731,400878383,193,234,357,363,25,1954
Sint Michelsbaai - Fuikbaai,19,5,2004,2007,2004,2004,115387535,207427779,105,259,160,156,29,2270
Willemstad - Bullenbay,44,14,2007,2005,2006,2006,128174528,233044805,210,234,219,220,79,6070
Caracas Bay - Willemstad,18,11,1998,2002,2000,2000,68847957,126684818,103,120,129,130,28,2132
Fuikbaai - Bullenbay,2,2,2000,2000,1999,1999,7763282,14412264,58,58,57,57,7,568
Willemstad - Curacao,1,1,2009,2009,2009,2009,902788,1149550,49,49,49,49,2,121
Caracas Bay - Sint Michelsbaai,26,7,2004,2007,2005,2005,186668974,353024579,111,153,152,152,76,5871
Caracas Bay - Fuikbaai,9,4,2004,2006,2003,2003,28640125,53644916,56,55,70,71,9,731
Caracas Bay - Bullenbay,3,2,2006,2008,2008,2008,142504649,273828628,662,779,735,740,25,1902
Fuikbaai - Curacao,1,1,2003,2003,2003,2003,9608985,18059936,171,171,171,171,8,633
