Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Dehtary,67,37,45,44,1993,1991,2000,2004,250,560,482,500,45,111,231,210,20,171,100,52,40.7,3054,3113,151889,384344,472055,2267,6313,7903
Kosor,39,18,10,7,1989,1987,1986,1988,159,455,402,392,39,87,183,152,17,57,74,64,11.5,866,882,38879,88357,102181,997,2454,2932
Dobroviz,9,7,95,151,1997,2000,2005,2005,495,688,1275,1390,90,69,99,99,23,45,15,12,15.6,1196,1219,133645,294594,351103,14849,36985,47355
Semcice,5,5,52,62,1989,1989,1991,1991,8182,6450,2591,2539,2067,1323,1859,1799,30,46,60,73,39.8,3006,3064,161473,264548,283659,32295,93345,118604
Osice,1,1,0,0,2020,2020,2020,2020,81,81,81,81,50,50,50,50,158,158,158,158,0.1,10,10,2707,6402,8572,2707,6991,9439
Novy Vestec,1,1,0,0,1991,1991,1991,1991,64,64,64,64,33,33,33,33,4,4,4,4,0.2,18,18,598,641,604,598,2038,2708
Divisov,1,1,81,70,2005,2005,2005,2005,827,827,827,827,42,42,42,42,9,9,9,9,10.4,618,630,16317,121909,101230,16317,147578,229317
Novy Knin,1,1,0,0,1995,1995,1995,1995,267,267,267,267,23,23,23,23,9,9,9,9,0.2,12,12,278,617,701,278,654,776
Kadan,1,1,13,12,2019,2019,2019,2019,83,83,83,83,7,7,7,7,6,6,6,6,0.3,20,21,4478,10151,13509,4478,17132,21417
Chocen,1,1,43,83,2016,2016,2016,2016,460,460,460,460,37,37,37,37,141,141,141,141,2.6,195,199,18698,37089,42709,18698,52979,61183
