Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Dehtary,67,36,80,81,1993,1991,1999,2003,244,987,860,921,51,270,1143,1190,10,18,16,13,61.2,4603,4691,242808,631293,791716,3624,10714,13474
Kosor,40,20,16,10,1989,1988,1986,1987,221,860,615,552,57,190,323,291,12,23,12,13,24.3,1826,1861,61342,137755,157991,1534,3693,4395
Dobroviz,10,8,413,669,1996,1998,2005,2005,1023,1735,5479,6135,264,307,708,709,8,23,2,1,57.4,4411,4496,503303,1097468,1285139,50330,124971,159158
Semcice,5,5,83,80,1989,1989,1993,1992,3029,5745,4080,3283,575,891,905,772,0,64,134,112,35.5,2704,2756,405014,858673,968903,81003,198197,238258
Osice,1,1,0,0,2020,2020,2020,2020,63,63,63,63,266,266,266,266,18,18,18,18,0.2,14,14,2079,4916,6582,2079,5368,7248
Novy Vestec,1,1,0,0,1991,1991,1991,1991,78,78,78,78,70,70,70,70,1,1,1,1,0.4,27,28,726,778,733,726,2473,3287
Kvasice,1,1,51,44,2005,2005,2005,2005,519,519,519,519,28,28,28,28,4,4,4,4,6.5,388,395,10238,76492,63517,10238,92598,143885
Novy Knin,1,1,1,0,1995,1995,1995,1995,1274,1274,1274,1274,141,141,141,141,8,8,8,8,0.8,57,58,1326,2942,3344,1326,3121,3700
Kadan,1,1,55,54,2019,2019,2019,2019,365,365,365,365,48,48,48,48,9,9,9,9,1.1,88,90,19635,44506,59232,19635,75118,93907
Chocen,1,1,34,64,2016,2016,2016,2016,357,357,357,357,39,39,39,39,1,1,1,1,1.3,102,104,14506,28773,33133,14506,41101,47465
