Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,550,170,54429,62323,2005,2006,2007,2007,1565,2181,2063,2044,114,153,199,200,30,54,52,51,6343.7,490980,500407,39225307,114696252,129935300,71319,239009,280231
Bulk carrier,545,504,112370,209594,2010,2010,2009,2009,3367,3752,4044,4066,313,355,467,468,44,81,88,88,7120.7,551519,562108,49277841,114984911,135025188,90418,312683,373332
Oil tanker,127,94,50111,95782,2007,2006,2008,2009,3332,4842,5364,5429,303,533,1004,1015,47,97,60,59,3688.0,285065,290538,30638504,56427568,61370027,241248,652313,802870
Liquefied gas tanker,93,60,31472,26648,2010,2011,2010,2010,3682,4326,4517,4493,275,312,349,354,29,36,35,35,3645.0,226516,230865,6358286,46508561,38792569,68369,610003,944802
General cargo,63,35,3084,3789,2004,2006,2001,2002,1839,3387,3662,3577,212,344,564,556,37,75,93,92,404.3,31126,31723,2081395,7005492,10135201,33038,170415,228769
Chemical tanker,57,41,3710,6073,2009,2008,2009,2009,2916,2967,2722,2729,264,303,350,350,54,69,75,74,564.8,43699,44538,1472006,9222749,10694783,25825,189460,232489
Refrigerated bulk,56,34,1156,1293,1993,1992,1993,1992,3477,6418,4494,4514,522,636,850,886,56,375,689,769,890.1,67439,68733,3837239,8384553,9444411,68522,146020,157658
Miscellaneous - fishing,52,42,904,744,2003,2003,2004,2003,6229,10076,11967,13434,474,924,893,931,170,744,1710,1635,542.5,40757,41539,5230766,11602847,13191262,100592,236738,280638
Cruise,40,19,1913,229,1996,1997,1999,1998,953,997,1002,1034,60,66,115,115,30,21,27,27,496.1,38422,39160,655107,4294494,5294850,16378,92665,105084
Vehicle,32,27,3880,1229,2006,2007,2010,2009,1565,1842,2075,2018,108,121,275,271,10,25,24,24,211.8,16410,16725,1244317,5486105,6353469,38885,147802,159067
Service - tug,22,19,208,171,2005,2004,2010,2010,3265,3790,3867,4013,585,655,786,813,34,100,72,69,103.9,7947,8100,4368668,10330585,13832095,198576,512758,692311
Service - other,14,11,352,160,1996,1998,2002,2001,2892,7449,5331,4929,324,1054,1727,1403,54,161,488,437,129.1,9811,9999,1118698,2295322,2473349,79907,177806,200769
Ro-Ro,1,1,121,62,2013,2013,2013,2013,5132,5132,5132,5132,310,310,310,310,4,4,4,4,24.0,1859,1894,66385,122327,142625,66385,156029,165628
