Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Réunion,271,117,1602,1611,2004,2004,2004,2004,149,732,188,181,17,152,305,173,30,74,41,45,486.9,37283,37999,1966503,5619630,6319353,7256,22032,25737
South Africa,201,154,18707,25706,2007,2008,2010,2010,1772,3017,1968,1985,187,377,259,262,26,54,35,32,1823.3,138106,140757,11160971,30289724,35366967,55527,199205,243845
India,173,150,28327,44640,2010,2010,2010,2010,2717,2829,2881,2904,225,266,326,353,14,20,22,24,2082.3,152921,155858,13092702,35630424,39187399,75680,278233,346305
Brazil,129,128,48982,92186,2009,2009,2009,2009,5826,5920,5925,5927,575,587,587,588,7,10,10,10,3097.4,239904,244510,20735847,50915973,58481109,160743,558062,674686
Singapore,114,86,14315,22192,2007,2008,2009,2008,3377,4054,3828,3891,293,454,597,649,16,72,40,42,1574.6,117130,119379,10688929,30465504,35160208,93763,333048,422075
Madagascar,110,36,1317,1280,2002,2002,2002,2002,500,595,571,570,56,58,64,72,36,42,58,59,310.5,23836,24294,1239095,4728350,5365285,11265,45017,53141
Mozambique,92,59,4270,6633,2006,2007,2008,2008,1467,1563,1614,1672,145,194,252,271,24,29,32,31,481.1,37205,37919,3135355,10020392,11268016,34080,127840,151971
Sri Lanka,70,51,12045,13577,2010,2009,2010,2011,2116,2283,2157,2154,152,170,153,156,29,71,45,41,1158.6,89699,91421,6164829,17849457,20930576,88069,323117,383098
Malaysia,69,44,18553,24314,2008,2007,2009,2009,3304,3627,3339,3335,199,266,233,240,21,29,32,29,1740.7,134795,137383,10575540,28963218,33125826,153269,514935,606145
Seychelles,58,37,1492,1030,2001,2003,2005,2005,1024,8607,2575,3923,258,883,2368,2855,224,407,471,578,711.5,53679,54710,6308481,14382521,16383329,108767,261573,307342
United States of America,29,29,18740,30038,2010,2010,2010,2010,9839,10051,10064,10049,830,852,887,931,8,24,18,16,1463.3,109868,111978,8857463,25590566,26189067,305430,1178404,1555297
Argentina,25,25,6465,11826,2010,2010,2011,2011,6101,6168,6152,6150,561,569,566,564,11,30,25,25,496.6,38453,39191,3274426,8481978,9980374,130977,507217,618436
China,20,19,3548,4787,2005,2005,2008,2007,4912,4110,4037,3857,390,413,440,466,12,24,18,21,322.0,22746,23183,2177535,6593046,7527835,108877,433033,573959
Indonesia,20,20,5176,9710,2006,2006,2005,2005,3402,3867,3295,3295,294,379,296,294,8,33,17,16,279.4,21596,22010,2912134,5918007,6534517,145607,407374,492416
Nigeria,18,17,10676,8810,2006,2006,2008,2008,4856,6476,6408,6448,334,693,534,576,0,6,7,8,1434.5,88994,90703,2142432,15317098,12923060,119024,1030561,1585499
United Arab Emirates,17,17,2562,3519,2006,2006,2007,2006,3187,3388,3302,3278,270,337,304,324,8,26,12,15,260.9,18188,18537,1431702,4409272,4765875,84218,346857,461287
Equatorial Guinea,15,14,3707,3974,2007,2007,2010,2009,4687,4742,4795,4762,424,430,396,426,4,43,47,52,426.1,27239,27762,1226311,5738383,5931629,81754,515213,735052
