Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,556,170,47702,54359,2005,2006,2009,2009,1223,1742,1807,1780,102,131,193,194,29,33,37,37,5382.9,416395,424390,31644520,94632919,108470900,56915,199601,235702
Bulk carrier,536,496,116923,218375,2010,2010,2009,2009,3317,4043,4270,4297,322,426,575,578,10,25,18,18,7248.4,561343,572121,51283897,119914139,140655485,95679,332134,396527
Oil tanker,128,96,47350,90064,2006,2006,2007,2007,3416,5090,5125,5168,313,540,647,646,15,20,13,13,3664.9,283591,289036,31587681,59145186,65239853,246779,660146,808899
Liquefied gas tanker,95,60,35654,30551,2010,2010,2010,2010,3540,5182,4915,4994,256,357,422,439,8,22,15,17,4185.1,261115,266128,7259760,53294550,44418696,76419,683404,1059074
Miscellaneous - fishing,70,53,1372,1099,2003,2002,2005,2005,6266,13247,13731,15024,747,1695,3320,3329,80,444,717,692,619.0,46505,47398,7728455,17143203,19490086,110406,259837,308021
General cargo,64,35,3971,4986,2003,2006,2005,2005,1782,4367,4501,4477,214,473,611,604,18,63,72,73,447.4,34459,35121,2633988,8930477,12939264,41156,215482,289458
Refrigerated bulk,57,35,1103,1196,1993,1993,1998,1998,4017,5229,4300,4150,463,586,823,813,77,200,142,149,750.6,56818,57909,3547524,7751513,8731350,62237,132627,143197
Chemical tanker,56,41,3736,6139,2009,2008,2007,2008,2287,3460,2805,2819,208,346,463,463,29,38,35,34,531.6,41135,41925,1563587,9555869,11137301,27921,199538,245817
Cruise,41,19,1076,125,1995,1997,2001,2000,149,677,562,556,15,48,90,95,36,32,39,37,315.8,24461,24931,470224,2677719,3244752,11469,55800,61002
Vehicle,32,28,3486,1145,2007,2007,2005,2004,2218,2125,1852,1884,153,138,236,245,5,7,7,7,211.0,16343,16657,1159811,5113525,5921983,36244,137764,148264
Service - tug,22,19,196,158,2005,2005,2011,2011,3363,3898,3817,4020,592,912,1094,1238,11,24,39,37,123.1,9413,9593,4043549,9561776,12802701,183798,474599,640789
Service - other,13,10,352,197,1996,1999,2001,2000,3105,3730,4303,4160,318,407,664,658,59,236,304,206,98.3,7503,7647,1377026,2825355,3044491,105925,235701,266140
Ro-Ro,1,1,3,2,2013,2013,2013,2013,131,131,131,131,10,10,10,10,5,5,5,5,0.7,53,54,1699,3132,3651,1699,3994,4240
