Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Basrah Oil Terminal,1677,936,208463,395801,2005,2006,2009,2009,591,1466,1712,1752,56,171,365,367,61,82,91,91,13836.6,1070983,1091546,113518304,210124785,229075861,67691,187528,232209
Khawr Al Amaya,970,363,12324,19332,1998,2001,2006,2006,454,1258,961,1039,53,154,305,325,16,101,160,180,1894.3,145784,148583,10374276,29034805,35110726,10695,39745,49718
Umm Qasr,515,279,18607,28156,2003,2005,2008,2009,647,1875,1421,1673,56,218,510,579,43,104,159,178,2185.2,168837,172078,12761925,36939301,44650448,24780,95004,115709
Al Faw,316,114,1552,2172,1999,1997,2002,2003,610,1123,1014,1066,60,142,131,138,38,186,222,234,368.5,28112,28652,2102503,6760548,8613811,6653,25517,33184
Khor Al Zubair,50,35,1078,1729,1998,2001,2010,2010,680,1237,1744,1757,82,189,505,501,59,107,123,124,179.7,13841,14107,1399705,3420544,4061179,27994,88436,108047
Khawr Al Zubair Lng Terminal,33,28,1120,1836,2005,2005,2008,2008,897,1591,1958,1995,120,153,255,258,74,119,166,165,205.8,15855,16160,1561825,3609966,4348596,47328,141963,172357
Basrah,9,3,53,73,2005,2002,2005,2005,463,1116,726,677,76,84,68,69,51,62,42,43,7.3,558,569,76037,199342,245644,8449,26816,32368
Al Hillah,1,1,343,679,2007,2007,2007,2007,2126,2126,2126,2126,199,199,199,199,552,552,552,552,25.1,1944,1981,161362,271971,283137,161362,437863,548481
Nasiriyah,1,1,37,64,2004,2004,2004,2004,1304,1304,1304,1304,403,403,403,403,16,16,16,16,4.2,322,328,28405,56218,69729,28405,90680,105433
Najaf,1,1,9,6,1998,1998,1998,1998,345,345,345,345,27,27,27,27,2,2,2,2,1.2,89,91,5995,23257,26538,5995,25103,30632
Samarra',1,1,1,2,1976,1976,1976,1976,379,379,379,379,89,89,89,89,13,13,13,13,0.4,31,32,3319,9736,13427,3319,13297,16766
Mosul (Ak Mawsil),1,1,7,8,1982,1982,1982,1982,1568,1568,1568,1568,673,673,673,673,24,24,24,24,3.5,262,267,5744,16640,18376,5744,31447,41353
Baghdad,1,1,1,1,1989,1989,1989,1989,287,287,287,287,29,29,29,29,167,167,167,167,2.6,199,203,4300,9396,10583,4300,9163,9893
