Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,1003,69,8002,13403,2002,2000,2004,2004,98,520,497,507,16,40,89,90,62,156,193,194,2563.3,196938,200720,12939356,22843012,27812269,12901,33753,41498
Service - tug,426,22,76,45,2012,2005,2011,2011,138,961,312,352,48,636,768,927,32,67,307,326,184.2,13834,14099,1140610,2697199,3611403,2677,6914,9335
General cargo,344,83,608,844,1993,1998,2000,2000,198,562,386,378,12,43,97,94,36,74,131,127,167.5,12699,12943,1022910,3106464,4481568,2974,11551,16182
Chemical tanker,300,43,2513,4093,2002,2007,2006,2006,108,639,556,567,11,32,86,86,68,98,131,132,586.3,45004,45868,1353060,7039609,8260503,4510,27213,33446
Container,208,50,2396,2861,2003,2004,2004,2004,181,340,327,331,8,20,58,59,32,43,41,42,341.3,26365,26871,2183024,6720361,7479135,10495,34880,40727
Bulk carrier,85,50,1085,1891,2002,2007,2005,2006,201,538,598,609,15,89,161,168,154,180,156,154,166.3,12841,13088,667262,1629320,2098291,7850,30536,37384
Liquefied gas tanker,40,16,141,159,2005,2009,2010,2010,276,635,559,549,9,16,24,24,52,64,108,107,45.5,3466,3532,119896,347358,383595,2997,16411,21580
Service - other,36,8,623,823,2001,2000,2014,2014,157,10711,5596,7109,94,1792,6598,6782,54,77,59,52,227.9,17124,17452,5740118,11777462,12690928,159448,354798,400617
Other liquids tankers,35,1,5,6,2016,2016,2016,2016,120,120,308,308,7,7,99,99,32,32,284,284,131.5,9871,10060,3104,8864,19111,89,307,497
Ro-Ro,33,7,50,29,1994,1998,1984,1986,99,124,215,198,8,13,31,33,15,46,29,31,16.9,1304,1329,35578,101149,85474,1078,2551,2871
Vehicle,9,2,17,9,1987,1996,1988,1986,130,96,104,116,9,10,9,9,12,15,20,20,2.0,154,157,8864,39082,45260,985,3744,4029
Refrigerated bulk,1,1,1,1,1980,1980,1980,1980,210,210,210,210,135,135,135,135,0,0,0,0,2.0,149,152,2662,5817,6552,2662,5673,6125
Ferry-pax only,1,1,6,1,1998,1998,1998,1998,30936,30936,30936,30936,1938,1938,1938,1938,670,670,670,670,4.0,302,308,66176,134773,169772,66176,153888,202875
